,år,område,sektor,jobtype,numbers
1536,2008,region-midtjylland,handel,frisoer,230
1537,2008,region-midtjylland,handel,hotel,3396
1538,2008,region-midtjylland,handel,rengoering,3997
1539,2008,region-midtjylland,handel,service,879
1540,2008,region-midtjylland,handel,sikkerhed,225
1541,2008,region-midtjylland,industri,blik,583
1542,2008,region-midtjylland,industri,byggeri,801
1543,2008,region-midtjylland,industri,elektriker,1287
1544,2008,region-midtjylland,industri,industri,1255
1545,2008,region-midtjylland,industri,jern,1663
1546,2008,region-midtjylland,industri,lager,1407
1547,2008,region-midtjylland,industri,landbrug,653
1548,2008,region-midtjylland,industri,maling,271
1549,2008,region-midtjylland,industri,mekanik,953
1550,2008,region-midtjylland,industri,naeringsmiddel,656
1551,2008,region-midtjylland,industri,tekstil,245
1552,2008,region-midtjylland,industri,transport,1682
1553,2008,region-midtjylland,industri,traeindustri,195
1554,2008,region-midtjylland,industri,toemrer,508
1555,2008,region-midtjylland,salg,design,109
1556,2008,region-midtjylland,salg,ejendomsmaegler,83
1557,2008,region-midtjylland,salg,grafisk,484
1558,2008,region-midtjylland,salg,kommunikation,270
1559,2008,region-midtjylland,salg,kultur,225
1560,2008,region-midtjylland,salg,marketing,600
1561,2008,region-midtjylland,salg,salg,3052
1562,2008,region-midtjylland,salg,salgskurser,0
1563,2008,region-midtjylland,salg,franchise,28
1564,2008,region-midtjylland,salg,telemarketing,488
1565,2008,region-midtjylland,undervisning,bibliotek,79
1566,2008,region-midtjylland,undervisning,forskning,910
1567,2008,region-midtjylland,undervisning,laerer,1596
1568,2008,region-midtjylland,undervisning,paedagog,5798
1569,2008,region-midtjylland,kontor,akademisk,0
1570,2008,region-midtjylland,kontor,ejendomsmaegler,83
1571,2008,region-midtjylland,kontor,ejendomsservice,330
1572,2008,region-midtjylland,kontor,finans,972
1573,2008,region-midtjylland,kontor,indkoeb,568
1574,2008,region-midtjylland,kontor,jura,228
1575,2008,region-midtjylland,kontor,kontor,3201
1576,2008,region-midtjylland,kontor,kontorkurser,0
1577,2008,region-midtjylland,kontor,kontorelev,224
1578,2008,region-midtjylland,kontor,logistik,633
1579,2008,region-midtjylland,kontor,offentlig,554
1580,2008,region-midtjylland,kontor,oversaettelse,179
1581,2008,region-midtjylland,kontor,sekretaer,943
1582,2008,region-midtjylland,kontor,oekonomi,2948
1583,2008,region-midtjylland,social,laege,918
1584,2008,region-midtjylland,social,laegesekretaer,688
1585,2008,region-midtjylland,social,pleje,4075
1586,2008,region-midtjylland,social,psykologi,352
1587,2008,region-midtjylland,social,socialraadgivning,786
1588,2008,region-midtjylland,social,tandlaege,300
1589,2008,region-midtjylland,social,teknisksundhed,184
1590,2008,region-midtjylland,social,terapi,663
1591,2008,region-midtjylland,oevrige,elev,1428
1592,2008,region-midtjylland,oevrige,forsvar,0
1593,2008,region-midtjylland,oevrige,frivilligt,265
1594,2008,region-midtjylland,oevrige,student,760
1595,2008,region-midtjylland,oevrige,studiepraktik,29
1596,2008,region-midtjylland,oevrige,oevrige,1900
1597,2008,region-midtjylland,oevrige,kurseroevrige,1
1598,2008,sydjylland,it,database,31
1599,2008,sydjylland,it,itdrift,435
1600,2008,sydjylland,it,itkurser,0
1601,2008,sydjylland,it,itledelse,148
1602,2008,sydjylland,it,internet,71
1603,2008,sydjylland,it,systemudvikling,1013
1604,2008,sydjylland,it,telekom,23
1605,2008,sydjylland,it,virksomhedssystemer,288
1606,2008,sydjylland,ingenioer,byggeteknik,811
1607,2008,sydjylland,ingenioer,elektronik,535
1608,2008,sydjylland,ingenioer,kemi,401
1609,2008,sydjylland,ingenioer,teknikledelse,276
1610,2008,sydjylland,ingenioer,maskiningenioer,924
1611,2008,sydjylland,ingenioer,medicinal,145
1612,2008,sydjylland,ingenioer,produktionsteknik,709
1613,2008,sydjylland,ledelse,detailledelse,0
1614,2008,sydjylland,ledelse,freelancekonsulent,87
1615,2008,sydjylland,ledelse,hrkurser,1
1616,2008,sydjylland,ledelse,itledelse,148
1617,2008,sydjylland,ledelse,institutions,455
1618,2008,sydjylland,ledelse,leder,981
1619,2008,sydjylland,ledelse,teknikledelse,276
1620,2008,sydjylland,ledelse,personale,281
1621,2008,sydjylland,ledelse,projektledelse,596
1622,2008,sydjylland,ledelse,salgschef,330
1623,2008,sydjylland,ledelse,topledelse,65
1624,2008,sydjylland,ledelse,virksomhedsudvikling,0
1625,2008,sydjylland,ledelse,oekonomichef,151
1626,2008,sydjylland,handel,bud,102
1627,2008,sydjylland,handel,boernepasning,175
1628,2008,sydjylland,handel,detailhandel,3735
1629,2008,sydjylland,handel,ejendomsservice,195
1630,2008,sydjylland,handel,frisoer,117
1631,2008,sydjylland,handel,hotel,2130
1632,2008,sydjylland,handel,rengoering,1787
1633,2008,sydjylland,handel,service,454
1634,2008,sydjylland,handel,sikkerhed,151
1635,2008,sydjylland,industri,blik,485
1636,2008,sydjylland,industri,byggeri,660
1637,2008,sydjylland,industri,elektriker,935
1638,2008,sydjylland,industri,industri,1102
1639,2008,sydjylland,industri,jern,1142
1640,2008,sydjylland,industri,lager,1132
1641,2008,sydjylland,industri,landbrug,385
1642,2008,sydjylland,industri,maling,164
1643,2008,sydjylland,industri,mekanik,864
1644,2008,sydjylland,industri,naeringsmiddel,338
1645,2008,sydjylland,industri,tekstil,152
1646,2008,sydjylland,industri,transport,1112
1647,2008,sydjylland,industri,traeindustri,121
1648,2008,sydjylland,industri,toemrer,387
1649,2008,sydjylland,salg,design,52
1650,2008,sydjylland,salg,ejendomsmaegler,55
1651,2008,sydjylland,salg,grafisk,312
1652,2008,sydjylland,salg,kommunikation,99
1653,2008,sydjylland,salg,kultur,178
1654,2008,sydjylland,salg,marketing,347
1655,2008,sydjylland,salg,salg,1968
1656,2008,sydjylland,salg,salgskurser,0
1657,2008,sydjylland,salg,franchise,27
1658,2008,sydjylland,salg,telemarketing,112
1659,2008,sydjylland,undervisning,bibliotek,58
1660,2008,sydjylland,undervisning,forskning,172
1661,2008,sydjylland,undervisning,laerer,1148
1662,2008,sydjylland,undervisning,paedagog,3130
1663,2008,sydjylland,kontor,akademisk,0
1664,2008,sydjylland,kontor,ejendomsmaegler,55
1665,2008,sydjylland,kontor,ejendomsservice,195
1666,2008,sydjylland,kontor,finans,620
1667,2008,sydjylland,kontor,indkoeb,335
1668,2008,sydjylland,kontor,jura,142
1669,2008,sydjylland,kontor,kontor,1873
1670,2008,sydjylland,kontor,kontorkurser,0
1671,2008,sydjylland,kontor,kontorelev,165
1672,2008,sydjylland,kontor,logistik,464
1673,2008,sydjylland,kontor,offentlig,361
1674,2008,sydjylland,kontor,oversaettelse,42
1675,2008,sydjylland,kontor,sekretaer,548
1676,2008,sydjylland,kontor,oekonomi,1871
1677,2008,sydjylland,social,laege,510
1678,2008,sydjylland,social,laegesekretaer,338
1679,2008,sydjylland,social,pleje,2726
1680,2008,sydjylland,social,psykologi,163
1681,2008,sydjylland,social,socialraadgivning,498
1682,2008,sydjylland,social,tandlaege,157
1683,2008,sydjylland,social,teknisksundhed,65
1684,2008,sydjylland,social,terapi,364
1685,2008,sydjylland,oevrige,elev,944
1686,2008,sydjylland,oevrige,forsvar,0
1687,2008,sydjylland,oevrige,frivilligt,42
1688,2008,sydjylland,oevrige,student,266
1689,2008,sydjylland,oevrige,studiepraktik,9
1690,2008,sydjylland,oevrige,oevrige,1367
1691,2008,sydjylland,oevrige,kurseroevrige,1
1692,2008,bornholm,it,database,0
1693,2008,bornholm,it,itdrift,11
1694,2008,bornholm,it,itkurser,0
1695,2008,bornholm,it,itledelse,2
1696,2008,bornholm,it,internet,3
1697,2008,bornholm,it,systemudvikling,11
1698,2008,bornholm,it,telekom,3
1699,2008,bornholm,it,virksomhedssystemer,21
1700,2008,bornholm,ingenioer,byggeteknik,18
1701,2008,bornholm,ingenioer,elektronik,12
1702,2008,bornholm,ingenioer,kemi,8
1703,2008,bornholm,ingenioer,teknikledelse,4
1704,2008,bornholm,ingenioer,maskiningenioer,18
1705,2008,bornholm,ingenioer,medicinal,15
1706,2008,bornholm,ingenioer,produktionsteknik,9
1707,2008,bornholm,ledelse,detailledelse,0
1708,2008,bornholm,ledelse,freelancekonsulent,4
1709,2008,bornholm,ledelse,hrkurser,0
1710,2008,bornholm,ledelse,itledelse,2
1711,2008,bornholm,ledelse,institutions,24
1712,2008,bornholm,ledelse,leder,31
1713,2008,bornholm,ledelse,teknikledelse,4
1714,2008,bornholm,ledelse,personale,6
1715,2008,bornholm,ledelse,projektledelse,18
1716,2008,bornholm,ledelse,salgschef,14
1717,2008,bornholm,ledelse,topledelse,1
1718,2008,bornholm,ledelse,virksomhedsudvikling,0
1719,2008,bornholm,ledelse,oekonomichef,8
1720,2008,bornholm,handel,bud,24
1721,2008,bornholm,handel,boernepasning,4
1722,2008,bornholm,handel,detailhandel,150
1723,2008,bornholm,handel,ejendomsservice,12
1724,2008,bornholm,handel,frisoer,7
1725,2008,bornholm,handel,hotel,166
1726,2008,bornholm,handel,rengoering,69
1727,2008,bornholm,handel,service,29
1728,2008,bornholm,handel,sikkerhed,17
1729,2008,bornholm,industri,blik,25
1730,2008,bornholm,industri,byggeri,21
1731,2008,bornholm,industri,elektriker,30
1732,2008,bornholm,industri,industri,6
1733,2008,bornholm,industri,jern,14
1734,2008,bornholm,industri,lager,7
1735,2008,bornholm,industri,landbrug,30
1736,2008,bornholm,industri,maling,5
1737,2008,bornholm,industri,mekanik,19
1738,2008,bornholm,industri,naeringsmiddel,21
1739,2008,bornholm,industri,tekstil,4
1740,2008,bornholm,industri,transport,42
1741,2008,bornholm,industri,traeindustri,5
1742,2008,bornholm,industri,toemrer,19
1743,2008,bornholm,salg,design,2
1744,2008,bornholm,salg,ejendomsmaegler,1
1745,2008,bornholm,salg,grafisk,2
1746,2008,bornholm,salg,kommunikation,13
1747,2008,bornholm,salg,kultur,14
1748,2008,bornholm,salg,marketing,14
1749,2008,bornholm,salg,salg,115
1750,2008,bornholm,salg,salgskurser,0
1751,2008,bornholm,salg,franchise,12
1752,2008,bornholm,salg,telemarketing,8
1753,2008,bornholm,undervisning,bibliotek,0
1754,2008,bornholm,undervisning,forskning,7
1755,2008,bornholm,undervisning,laerer,28
1756,2008,bornholm,undervisning,paedagog,80
1757,2008,bornholm,kontor,akademisk,0
1758,2008,bornholm,kontor,ejendomsmaegler,1
1759,2008,bornholm,kontor,ejendomsservice,12
1760,2008,bornholm,kontor,finans,25
1761,2008,bornholm,kontor,indkoeb,1
1762,2008,bornholm,kontor,jura,6
1763,2008,bornholm,kontor,kontor,70
1764,2008,bornholm,kontor,kontorkurser,0
1765,2008,bornholm,kontor,kontorelev,5
1766,2008,bornholm,kontor,logistik,8
1767,2008,bornholm,kontor,offentlig,21
1768,2008,bornholm,kontor,oversaettelse,4
1769,2008,bornholm,kontor,sekretaer,14
1770,2008,bornholm,kontor,oekonomi,36
1771,2008,bornholm,social,laege,20
1772,2008,bornholm,social,laegesekretaer,8
1773,2008,bornholm,social,pleje,110
1774,2008,bornholm,social,psykologi,10
1775,2008,bornholm,social,socialraadgivning,35
1776,2008,bornholm,social,tandlaege,9
1777,2008,bornholm,social,teknisksundhed,7
1778,2008,bornholm,social,terapi,11
1779,2008,bornholm,oevrige,elev,58
1780,2008,bornholm,oevrige,forsvar,0
1781,2008,bornholm,oevrige,frivilligt,2
1782,2008,bornholm,oevrige,student,33
1783,2008,bornholm,oevrige,studiepraktik,1
1784,2008,bornholm,oevrige,oevrige,37
1785,2008,bornholm,oevrige,kurseroevrige,0
1786,2008,skaane,it,database,0
1787,2008,skaane,it,itdrift,0
1788,2008,skaane,it,itkurser,0
1789,2008,skaane,it,itledelse,0
1790,2008,skaane,it,internet,0
1791,2008,skaane,it,systemudvikling,0
1792,2008,skaane,it,telekom,0
1793,2008,skaane,it,virksomhedssystemer,0
1794,2008,skaane,ingenioer,byggeteknik,0
1795,2008,skaane,ingenioer,elektronik,0
1796,2008,skaane,ingenioer,kemi,0
1797,2008,skaane,ingenioer,teknikledelse,0
1798,2008,skaane,ingenioer,maskiningenioer,0
1799,2008,skaane,ingenioer,medicinal,0
1800,2008,skaane,ingenioer,produktionsteknik,0
1801,2008,skaane,ledelse,detailledelse,0
1802,2008,skaane,ledelse,freelancekonsulent,0
1803,2008,skaane,ledelse,hrkurser,0
1804,2008,skaane,ledelse,itledelse,0
1805,2008,skaane,ledelse,institutions,0
1806,2008,skaane,ledelse,leder,0
1807,2008,skaane,ledelse,teknikledelse,0
1808,2008,skaane,ledelse,personale,0
1809,2008,skaane,ledelse,projektledelse,0
1810,2008,skaane,ledelse,salgschef,0
1811,2008,skaane,ledelse,topledelse,0
1812,2008,skaane,ledelse,virksomhedsudvikling,0
1813,2008,skaane,ledelse,oekonomichef,0
1814,2008,skaane,handel,bud,0
1815,2008,skaane,handel,boernepasning,0
1816,2008,skaane,handel,detailhandel,0
1817,2008,skaane,handel,ejendomsservice,0
1818,2008,skaane,handel,frisoer,0
1819,2008,skaane,handel,hotel,0
1820,2008,skaane,handel,rengoering,0
1821,2008,skaane,handel,service,0
1822,2008,skaane,handel,sikkerhed,0
1823,2008,skaane,industri,blik,0
1824,2008,skaane,industri,byggeri,0
1825,2008,skaane,industri,elektriker,0
1826,2008,skaane,industri,industri,0
1827,2008,skaane,industri,jern,0
1828,2008,skaane,industri,lager,0
1829,2008,skaane,industri,landbrug,0
1830,2008,skaane,industri,maling,0
1831,2008,skaane,industri,mekanik,0
1832,2008,skaane,industri,naeringsmiddel,0
1833,2008,skaane,industri,tekstil,0
1834,2008,skaane,industri,transport,0
1835,2008,skaane,industri,traeindustri,0
1836,2008,skaane,industri,toemrer,0
1837,2008,skaane,salg,design,0
1838,2008,skaane,salg,ejendomsmaegler,0
1839,2008,skaane,salg,grafisk,0
1840,2008,skaane,salg,kommunikation,0
1841,2008,skaane,salg,kultur,0
1842,2008,skaane,salg,marketing,0
1843,2008,skaane,salg,salg,0
1844,2008,skaane,salg,salgskurser,0
1845,2008,skaane,salg,franchise,0
1846,2008,skaane,salg,telemarketing,0
1847,2008,skaane,undervisning,bibliotek,0
1848,2008,skaane,undervisning,forskning,0
1849,2008,skaane,undervisning,laerer,0
1850,2008,skaane,undervisning,paedagog,0
1851,2008,skaane,kontor,akademisk,0
1852,2008,skaane,kontor,ejendomsmaegler,0
1853,2008,skaane,kontor,ejendomsservice,0
1854,2008,skaane,kontor,finans,0
1855,2008,skaane,kontor,indkoeb,0
1856,2008,skaane,kontor,jura,0
1857,2008,skaane,kontor,kontor,0
1858,2008,skaane,kontor,kontorkurser,0
1859,2008,skaane,kontor,kontorelev,0
1860,2008,skaane,kontor,logistik,0
1861,2008,skaane,kontor,offentlig,0
1862,2008,skaane,kontor,oversaettelse,0
1863,2008,skaane,kontor,sekretaer,0
1864,2008,skaane,kontor,oekonomi,0
1865,2008,skaane,social,laege,0
1866,2008,skaane,social,laegesekretaer,0
1867,2008,skaane,social,pleje,0
1868,2008,skaane,social,psykologi,0
1869,2008,skaane,social,socialraadgivning,0
1870,2008,skaane,social,tandlaege,0
1871,2008,skaane,social,teknisksundhed,0
1872,2008,skaane,social,terapi,0
1873,2008,skaane,oevrige,elev,0
1874,2008,skaane,oevrige,forsvar,0
1875,2008,skaane,oevrige,frivilligt,0
1876,2008,skaane,oevrige,student,0
1877,2008,skaane,oevrige,studiepraktik,0
1878,2008,skaane,oevrige,oevrige,0
1879,2008,skaane,oevrige,kurseroevrige,0
1880,2008,groenland,it,database,0
1881,2008,groenland,it,itdrift,17
1882,2008,groenland,it,itkurser,0
1883,2008,groenland,it,itledelse,10
1884,2008,groenland,it,internet,1
1885,2008,groenland,it,systemudvikling,36
1886,2008,groenland,it,telekom,10
1887,2008,groenland,it,virksomhedssystemer,2
1888,2008,groenland,ingenioer,byggeteknik,57
1889,2008,groenland,ingenioer,elektronik,27
1890,2008,groenland,ingenioer,kemi,38
1891,2008,groenland,ingenioer,teknikledelse,10
1892,2008,groenland,ingenioer,maskiningenioer,20
1893,2008,groenland,ingenioer,medicinal,8
1894,2008,groenland,ingenioer,produktionsteknik,5
1895,2008,groenland,ledelse,detailledelse,0
1896,2008,groenland,ledelse,freelancekonsulent,0
1897,2008,groenland,ledelse,hrkurser,0
1898,2008,groenland,ledelse,itledelse,10
1899,2008,groenland,ledelse,institutions,106
1900,2008,groenland,ledelse,leder,55
1901,2008,groenland,ledelse,teknikledelse,10
1902,2008,groenland,ledelse,personale,18
1903,2008,groenland,ledelse,projektledelse,20
1904,2008,groenland,ledelse,salgschef,15
1905,2008,groenland,ledelse,topledelse,8
1906,2008,groenland,ledelse,virksomhedsudvikling,0
1907,2008,groenland,ledelse,oekonomichef,12
1908,2008,groenland,handel,bud,0
1909,2008,groenland,handel,boernepasning,0
1910,2008,groenland,handel,detailhandel,48
1911,2008,groenland,handel,ejendomsservice,6
1912,2008,groenland,handel,frisoer,0
1913,2008,groenland,handel,hotel,98
1914,2008,groenland,handel,rengoering,4
1915,2008,groenland,handel,service,507
1916,2008,groenland,handel,sikkerhed,1
1917,2008,groenland,industri,blik,69
1918,2008,groenland,industri,byggeri,35
1919,2008,groenland,industri,elektriker,58
1920,2008,groenland,industri,industri,10
1921,2008,groenland,industri,jern,24
1922,2008,groenland,industri,lager,24
1923,2008,groenland,industri,landbrug,2
1924,2008,groenland,industri,maling,11
1925,2008,groenland,industri,mekanik,44
1926,2008,groenland,industri,naeringsmiddel,22
1927,2008,groenland,industri,tekstil,1
1928,2008,groenland,industri,transport,23
1929,2008,groenland,industri,traeindustri,2
1930,2008,groenland,industri,toemrer,57
1931,2008,groenland,salg,design,0
1932,2008,groenland,salg,ejendomsmaegler,0
1933,2008,groenland,salg,grafisk,4
1934,2008,groenland,salg,kommunikation,9
1935,2008,groenland,salg,kultur,4
1936,2008,groenland,salg,marketing,8
1937,2008,groenland,salg,salg,19
1938,2008,groenland,salg,salgskurser,0
1939,2008,groenland,salg,franchise,3
1940,2008,groenland,salg,telemarketing,2
1941,2008,groenland,undervisning,bibliotek,10
1942,2008,groenland,undervisning,forskning,30
1943,2008,groenland,undervisning,laerer,51
1944,2008,groenland,undervisning,paedagog,220
1945,2008,groenland,kontor,akademisk,0
1946,2008,groenland,kontor,ejendomsmaegler,0
1947,2008,groenland,kontor,ejendomsservice,6
1948,2008,groenland,kontor,finans,24
1949,2008,groenland,kontor,indkoeb,8
1950,2008,groenland,kontor,jura,39
1951,2008,groenland,kontor,kontor,159
1952,2008,groenland,kontor,kontorkurser,0
1953,2008,groenland,kontor,kontorelev,1
1954,2008,groenland,kontor,logistik,7
1955,2008,groenland,kontor,offentlig,18
1956,2008,groenland,kontor,oversaettelse,4
1957,2008,groenland,kontor,sekretaer,20
1958,2008,groenland,kontor,oekonomi,92
1959,2008,groenland,social,laege,79
1960,2008,groenland,social,laegesekretaer,19
1961,2008,groenland,social,pleje,95
1962,2008,groenland,social,psykologi,22
1963,2008,groenland,social,socialraadgivning,88
1964,2008,groenland,social,tandlaege,5
1965,2008,groenland,social,teknisksundhed,1
1966,2008,groenland,social,terapi,35
1967,2008,groenland,oevrige,elev,11
1968,2008,groenland,oevrige,forsvar,0
1969,2008,groenland,oevrige,frivilligt,1
1970,2008,groenland,oevrige,student,6
1971,2008,groenland,oevrige,studiepraktik,0
1972,2008,groenland,oevrige,oevrige,66
1973,2008,groenland,oevrige,kurseroevrige,0
1974,2008,danmark,it,database,668
1975,2008,danmark,it,itdrift,4745
1976,2008,danmark,it,itkurser,6
1977,2008,danmark,it,itledelse,2217
1978,2008,danmark,it,internet,1190
1979,2008,danmark,it,systemudvikling,12326
1980,2008,danmark,it,telekom,357
1981,2008,danmark,it,virksomhedssystemer,2414
1982,2008,danmark,ingenioer,byggeteknik,4493
1983,2008,danmark,ingenioer,elektronik,2938
1984,2008,danmark,ingenioer,kemi,3517
1985,2008,danmark,ingenioer,teknikledelse,1428
1986,2008,danmark,ingenioer,maskiningenioer,4240
1987,2008,danmark,ingenioer,medicinal,1571
1988,2008,danmark,ingenioer,produktionsteknik,3611
1989,2008,danmark,ledelse,detailledelse,0
1990,2008,danmark,ledelse,freelancekonsulent,621
1991,2008,danmark,ledelse,hrkurser,2
1992,2008,danmark,ledelse,itledelse,2217
1993,2008,danmark,ledelse,institutions,3486
1994,2008,danmark,ledelse,leder,7019
1995,2008,danmark,ledelse,teknikledelse,1428
1996,2008,danmark,ledelse,personale,2849
1997,2008,danmark,ledelse,projektledelse,4657
1998,2008,danmark,ledelse,salgschef,2124
1999,2008,danmark,ledelse,topledelse,419
2000,2008,danmark,ledelse,virksomhedsudvikling,0
2001,2008,danmark,ledelse,oekonomichef,1232
2002,2008,danmark,handel,bud,934
2003,2008,danmark,handel,boernepasning,946
2004,2008,danmark,handel,detailhandel,26397
2005,2008,danmark,handel,ejendomsservice,1679
2006,2008,danmark,handel,frisoer,827
2007,2008,danmark,handel,hotel,14733
2008,2008,danmark,handel,rengoering,11061
2009,2008,danmark,handel,service,3601
2010,2008,danmark,handel,sikkerhed,1058
2011,2008,danmark,industri,blik,2376
2012,2008,danmark,industri,byggeri,3489
2013,2008,danmark,industri,elektriker,4540
2014,2008,danmark,industri,industri,4509
2015,2008,danmark,industri,jern,5478
2016,2008,danmark,industri,lager,5270
2017,2008,danmark,industri,landbrug,2191
2018,2008,danmark,industri,maling,981
2019,2008,danmark,industri,mekanik,3732
2020,2008,danmark,industri,naeringsmiddel,2475
2021,2008,danmark,industri,tekstil,797
2022,2008,danmark,industri,transport,6268
2023,2008,danmark,industri,traeindustri,498
2024,2008,danmark,industri,toemrer,2025
2025,2008,danmark,salg,design,337
2026,2008,danmark,salg,ejendomsmaegler,403
2027,2008,danmark,salg,grafisk,1675
2028,2008,danmark,salg,kommunikation,1622
2029,2008,danmark,salg,kultur,1110
2030,2008,danmark,salg,marketing,3448
2031,2008,danmark,salg,salg,12573
2032,2008,danmark,salg,salgskurser,3
2033,2008,danmark,salg,franchise,55
2034,2008,danmark,salg,telemarketing,1604
2035,2008,danmark,undervisning,bibliotek,467
2036,2008,danmark,undervisning,forskning,5573
2037,2008,danmark,undervisning,laerer,8443
2038,2008,danmark,undervisning,paedagog,27033
2039,2008,danmark,kontor,akademisk,0
2040,2008,danmark,kontor,ejendomsmaegler,403
2041,2008,danmark,kontor,ejendomsservice,1679
2042,2008,danmark,kontor,finans,6555
2043,2008,danmark,kontor,indkoeb,1979
2044,2008,danmark,kontor,jura,1783
2045,2008,danmark,kontor,kontor,16974
2046,2008,danmark,kontor,kontorkurser,2
2047,2008,danmark,kontor,kontorelev,1090
2048,2008,danmark,kontor,logistik,2442
2049,2008,danmark,kontor,offentlig,2771
2050,2008,danmark,kontor,oversaettelse,597
2051,2008,danmark,kontor,sekretaer,5547
2052,2008,danmark,kontor,oekonomi,16176
2053,2008,danmark,social,laege,4552
2054,2008,danmark,social,laegesekretaer,3622
2055,2008,danmark,social,pleje,16577
2056,2008,danmark,social,psykologi,1516
2057,2008,danmark,social,socialraadgivning,3480
2058,2008,danmark,social,tandlaege,1141
2059,2008,danmark,social,teknisksundhed,719
2060,2008,danmark,social,terapi,2665
2061,2008,danmark,oevrige,elev,5099
2062,2008,danmark,oevrige,forsvar,0
2063,2008,danmark,oevrige,frivilligt,714
2064,2008,danmark,oevrige,student,5531
2065,2008,danmark,oevrige,studiepraktik,88
2066,2008,danmark,oevrige,oevrige,9495
2067,2008,danmark,oevrige,kurseroevrige,11
2068,2009,storkoebenhavn,it,database,202
2069,2009,storkoebenhavn,it,itdrift,1143
2070,2009,storkoebenhavn,it,itkurser,1
2071,2009,storkoebenhavn,it,itledelse,726
2072,2009,storkoebenhavn,it,internet,399
2073,2009,storkoebenhavn,it,systemudvikling,3037
2074,2009,storkoebenhavn,it,telekom,72
2075,2009,storkoebenhavn,it,virksomhedssystemer,640
2076,2009,storkoebenhavn,ingenioer,byggeteknik,708
2077,2009,storkoebenhavn,ingenioer,elektronik,385
2078,2009,storkoebenhavn,ingenioer,kemi,1173
2079,2009,storkoebenhavn,ingenioer,teknikledelse,312
2080,2009,storkoebenhavn,ingenioer,maskiningenioer,514
2081,2009,storkoebenhavn,ingenioer,medicinal,580
2082,2009,storkoebenhavn,ingenioer,produktionsteknik,489
2083,2009,storkoebenhavn,ledelse,detailledelse,0
2084,2009,storkoebenhavn,ledelse,freelancekonsulent,203
2085,2009,storkoebenhavn,ledelse,hrkurser,1
2086,2009,storkoebenhavn,ledelse,itledelse,726
2087,2009,storkoebenhavn,ledelse,institutions,645
2088,2009,storkoebenhavn,ledelse,leder,1907
2089,2009,storkoebenhavn,ledelse,teknikledelse,312
2090,2009,storkoebenhavn,ledelse,personale,711
2091,2009,storkoebenhavn,ledelse,projektledelse,1157
2092,2009,storkoebenhavn,ledelse,salgschef,435
2093,2009,storkoebenhavn,ledelse,topledelse,105
2094,2009,storkoebenhavn,ledelse,virksomhedsudvikling,0
2095,2009,storkoebenhavn,ledelse,oekonomichef,301
2096,2009,storkoebenhavn,handel,bud,52
2097,2009,storkoebenhavn,handel,boernepasning,112
2098,2009,storkoebenhavn,handel,detailhandel,4117
2099,2009,storkoebenhavn,handel,ejendomsservice,401
2100,2009,storkoebenhavn,handel,frisoer,122
2101,2009,storkoebenhavn,handel,hotel,2633
2102,2009,storkoebenhavn,handel,rengoering,770
2103,2009,storkoebenhavn,handel,service,543
2104,2009,storkoebenhavn,handel,sikkerhed,218
2105,2009,storkoebenhavn,industri,blik,200
2106,2009,storkoebenhavn,industri,byggeri,286
2107,2009,storkoebenhavn,industri,elektriker,327
2108,2009,storkoebenhavn,industri,industri,138
2109,2009,storkoebenhavn,industri,jern,141
2110,2009,storkoebenhavn,industri,lager,322
2111,2009,storkoebenhavn,industri,landbrug,163
2112,2009,storkoebenhavn,industri,maling,79
2113,2009,storkoebenhavn,industri,mekanik,200
2114,2009,storkoebenhavn,industri,naeringsmiddel,427
2115,2009,storkoebenhavn,industri,tekstil,78
2116,2009,storkoebenhavn,industri,transport,483
2117,2009,storkoebenhavn,industri,traeindustri,8
2118,2009,storkoebenhavn,industri,toemrer,119
2119,2009,storkoebenhavn,salg,design,50
2120,2009,storkoebenhavn,salg,ejendomsmaegler,102
2121,2009,storkoebenhavn,salg,grafisk,192
2122,2009,storkoebenhavn,salg,kommunikation,629
2123,2009,storkoebenhavn,salg,kultur,201
2124,2009,storkoebenhavn,salg,marketing,961
2125,2009,storkoebenhavn,salg,salg,3069
2126,2009,storkoebenhavn,salg,salgskurser,1
2127,2009,storkoebenhavn,salg,franchise,31
2128,2009,storkoebenhavn,salg,telemarketing,573
2129,2009,storkoebenhavn,undervisning,bibliotek,132
2130,2009,storkoebenhavn,undervisning,forskning,2680
2131,2009,storkoebenhavn,undervisning,laerer,1104
2132,2009,storkoebenhavn,undervisning,paedagog,5656
2133,2009,storkoebenhavn,kontor,akademisk,0
2134,2009,storkoebenhavn,kontor,ejendomsmaegler,102
2135,2009,storkoebenhavn,kontor,ejendomsservice,401
2136,2009,storkoebenhavn,kontor,finans,1248
2137,2009,storkoebenhavn,kontor,indkoeb,319
2138,2009,storkoebenhavn,kontor,jura,1027
2139,2009,storkoebenhavn,kontor,kontor,4561
2140,2009,storkoebenhavn,kontor,kontorkurser,1
2141,2009,storkoebenhavn,kontor,kontorelev,341
2142,2009,storkoebenhavn,kontor,logistik,329
2143,2009,storkoebenhavn,kontor,offentlig,650
2144,2009,storkoebenhavn,kontor,oversaettelse,121
2145,2009,storkoebenhavn,kontor,sekretaer,1185
2146,2009,storkoebenhavn,kontor,oekonomi,3999
2147,2009,storkoebenhavn,social,laege,1181
2148,2009,storkoebenhavn,social,laegesekretaer,719
2149,2009,storkoebenhavn,social,pleje,2138
2150,2009,storkoebenhavn,social,psykologi,273
