,år,område,sektor,jobtype,numbers
4928,2011,skaane,industri,industri,1
4929,2011,skaane,industri,jern,0
4930,2011,skaane,industri,lager,0
4931,2011,skaane,industri,landbrug,0
4932,2011,skaane,industri,maling,0
4933,2011,skaane,industri,mekanik,1
4934,2011,skaane,industri,naeringsmiddel,0
4935,2011,skaane,industri,tekstil,0
4936,2011,skaane,industri,transport,0
4937,2011,skaane,industri,traeindustri,0
4938,2011,skaane,industri,toemrer,0
4939,2011,skaane,salg,design,0
4940,2011,skaane,salg,ejendomsmaegler,0
4941,2011,skaane,salg,grafisk,0
4942,2011,skaane,salg,kommunikation,6
4943,2011,skaane,salg,kultur,0
4944,2011,skaane,salg,marketing,4
4945,2011,skaane,salg,salg,40
4946,2011,skaane,salg,salgskurser,0
4947,2011,skaane,salg,franchise,0
4948,2011,skaane,salg,telemarketing,2
4949,2011,skaane,undervisning,bibliotek,1
4950,2011,skaane,undervisning,forskning,70
4951,2011,skaane,undervisning,laerer,2
4952,2011,skaane,undervisning,paedagog,0
4953,2011,skaane,kontor,akademisk,0
4954,2011,skaane,kontor,ejendomsmaegler,0
4955,2011,skaane,kontor,ejendomsservice,0
4956,2011,skaane,kontor,finans,4
4957,2011,skaane,kontor,indkoeb,4
4958,2011,skaane,kontor,jura,2
4959,2011,skaane,kontor,kontor,6
4960,2011,skaane,kontor,kontorkurser,0
4961,2011,skaane,kontor,kontorelev,0
4962,2011,skaane,kontor,logistik,2
4963,2011,skaane,kontor,offentlig,0
4964,2011,skaane,kontor,oversaettelse,1
4965,2011,skaane,kontor,sekretaer,0
4966,2011,skaane,kontor,oekonomi,6
4967,2011,skaane,social,laege,0
4968,2011,skaane,social,laegesekretaer,0
4969,2011,skaane,social,pleje,0
4970,2011,skaane,social,psykologi,0
4971,2011,skaane,social,socialraadgivning,0
4972,2011,skaane,social,tandlaege,0
4973,2011,skaane,social,teknisksundhed,0
4974,2011,skaane,social,terapi,0
4975,2011,skaane,oevrige,elev,0
4976,2011,skaane,oevrige,forsvar,0
4977,2011,skaane,oevrige,frivilligt,0
4978,2011,skaane,oevrige,student,31
4979,2011,skaane,oevrige,studiepraktik,0
4980,2011,skaane,oevrige,oevrige,32
4981,2011,skaane,oevrige,kurseroevrige,0
4982,2011,groenland,it,database,1
4983,2011,groenland,it,itdrift,17
4984,2011,groenland,it,itkurser,1
4985,2011,groenland,it,itledelse,14
4986,2011,groenland,it,internet,3
4987,2011,groenland,it,systemudvikling,33
4988,2011,groenland,it,telekom,13
4989,2011,groenland,it,virksomhedssystemer,2
4990,2011,groenland,ingenioer,byggeteknik,48
4991,2011,groenland,ingenioer,elektronik,21
4992,2011,groenland,ingenioer,kemi,40
4993,2011,groenland,ingenioer,teknikledelse,27
4994,2011,groenland,ingenioer,maskiningenioer,18
4995,2011,groenland,ingenioer,medicinal,10
4996,2011,groenland,ingenioer,produktionsteknik,11
4997,2011,groenland,ledelse,detailledelse,0
4998,2011,groenland,ledelse,freelancekonsulent,1
4999,2011,groenland,ledelse,hrkurser,1
5000,2011,groenland,ledelse,itledelse,14
5001,2011,groenland,ledelse,institutions,64
5002,2011,groenland,ledelse,leder,58
5003,2011,groenland,ledelse,teknikledelse,27
5004,2011,groenland,ledelse,personale,15
5005,2011,groenland,ledelse,projektledelse,27
5006,2011,groenland,ledelse,salgschef,7
5007,2011,groenland,ledelse,topledelse,5
5008,2011,groenland,ledelse,virksomhedsudvikling,0
5009,2011,groenland,ledelse,oekonomichef,13
5010,2011,groenland,handel,bud,1
5011,2011,groenland,handel,boernepasning,3
5012,2011,groenland,handel,detailhandel,27
5013,2011,groenland,handel,ejendomsservice,5
5014,2011,groenland,handel,frisoer,1
5015,2011,groenland,handel,hotel,67
5016,2011,groenland,handel,rengoering,4
5017,2011,groenland,handel,service,140
5018,2011,groenland,handel,sikkerhed,12
5019,2011,groenland,industri,blik,24
5020,2011,groenland,industri,byggeri,15
5021,2011,groenland,industri,elektriker,31
5022,2011,groenland,industri,industri,4
5023,2011,groenland,industri,jern,12
5024,2011,groenland,industri,lager,12
5025,2011,groenland,industri,landbrug,4
5026,2011,groenland,industri,maling,1
5027,2011,groenland,industri,mekanik,19
5028,2011,groenland,industri,naeringsmiddel,8
5029,2011,groenland,industri,tekstil,2
5030,2011,groenland,industri,transport,15
5031,2011,groenland,industri,traeindustri,1
5032,2011,groenland,industri,toemrer,21
5033,2011,groenland,salg,design,1
5034,2011,groenland,salg,ejendomsmaegler,2
5035,2011,groenland,salg,grafisk,3
5036,2011,groenland,salg,kommunikation,20
5037,2011,groenland,salg,kultur,7
5038,2011,groenland,salg,marketing,3
5039,2011,groenland,salg,salg,19
5040,2011,groenland,salg,salgskurser,1
5041,2011,groenland,salg,franchise,1
5042,2011,groenland,salg,telemarketing,1
5043,2011,groenland,undervisning,bibliotek,3
5044,2011,groenland,undervisning,forskning,30
5045,2011,groenland,undervisning,laerer,49
5046,2011,groenland,undervisning,paedagog,169
5047,2011,groenland,kontor,akademisk,0
5048,2011,groenland,kontor,ejendomsmaegler,2
5049,2011,groenland,kontor,ejendomsservice,5
5050,2011,groenland,kontor,finans,12
5051,2011,groenland,kontor,indkoeb,8
5052,2011,groenland,kontor,jura,31
5053,2011,groenland,kontor,kontor,138
5054,2011,groenland,kontor,kontorkurser,1
5055,2011,groenland,kontor,kontorelev,1
5056,2011,groenland,kontor,logistik,4
5057,2011,groenland,kontor,offentlig,45
5058,2011,groenland,kontor,oversaettelse,21
5059,2011,groenland,kontor,sekretaer,10
5060,2011,groenland,kontor,oekonomi,67
5061,2011,groenland,social,laege,326
5062,2011,groenland,social,laegesekretaer,10
5063,2011,groenland,social,pleje,65
5064,2011,groenland,social,psykologi,15
5065,2011,groenland,social,socialraadgivning,91
5066,2011,groenland,social,tandlaege,24
5067,2011,groenland,social,teknisksundhed,4
5068,2011,groenland,social,terapi,26
5069,2011,groenland,oevrige,elev,16
5070,2011,groenland,oevrige,forsvar,0
5071,2011,groenland,oevrige,frivilligt,1
5072,2011,groenland,oevrige,student,27
5073,2011,groenland,oevrige,studiepraktik,5
5074,2011,groenland,oevrige,oevrige,78
5075,2011,groenland,oevrige,kurseroevrige,1
5076,2011,danmark,it,database,479
5077,2011,danmark,it,itdrift,2798
5078,2011,danmark,it,itkurser,1
5079,2011,danmark,it,itledelse,2340
5080,2011,danmark,it,internet,1078
5081,2011,danmark,it,systemudvikling,8894
5082,2011,danmark,it,telekom,222
5083,2011,danmark,it,virksomhedssystemer,1951
5084,2011,danmark,ingenioer,byggeteknik,2966
5085,2011,danmark,ingenioer,elektronik,2572
5086,2011,danmark,ingenioer,kemi,2834
5087,2011,danmark,ingenioer,teknikledelse,1649
5088,2011,danmark,ingenioer,maskiningenioer,3627
5089,2011,danmark,ingenioer,medicinal,1367
5090,2011,danmark,ingenioer,produktionsteknik,3361
5091,2011,danmark,ledelse,detailledelse,0
5092,2011,danmark,ledelse,freelancekonsulent,563
5093,2011,danmark,ledelse,hrkurser,3
5094,2011,danmark,ledelse,itledelse,2340
5095,2011,danmark,ledelse,institutions,1104
5096,2011,danmark,ledelse,leder,5201
5097,2011,danmark,ledelse,teknikledelse,1649
5098,2011,danmark,ledelse,personale,1668
5099,2011,danmark,ledelse,projektledelse,4575
5100,2011,danmark,ledelse,salgschef,1753
5101,2011,danmark,ledelse,topledelse,355
5102,2011,danmark,ledelse,virksomhedsudvikling,0
5103,2011,danmark,ledelse,oekonomichef,664
5104,2011,danmark,handel,bud,301
5105,2011,danmark,handel,boernepasning,401
5106,2011,danmark,handel,detailhandel,13648
5107,2011,danmark,handel,ejendomsservice,793
5108,2011,danmark,handel,frisoer,521
5109,2011,danmark,handel,hotel,8343
5110,2011,danmark,handel,rengoering,4488
5111,2011,danmark,handel,service,1537
5112,2011,danmark,handel,sikkerhed,531
5113,2011,danmark,industri,blik,1122
5114,2011,danmark,industri,byggeri,2015
5115,2011,danmark,industri,elektriker,1535
5116,2011,danmark,industri,industri,1473
5117,2011,danmark,industri,jern,1928
5118,2011,danmark,industri,lager,1590
5119,2011,danmark,industri,landbrug,1083
5120,2011,danmark,industri,maling,458
5121,2011,danmark,industri,mekanik,1809
5122,2011,danmark,industri,naeringsmiddel,1364
5123,2011,danmark,industri,tekstil,385
5124,2011,danmark,industri,transport,2437
5125,2011,danmark,industri,traeindustri,163
5126,2011,danmark,industri,toemrer,962
5127,2011,danmark,salg,design,310
5128,2011,danmark,salg,ejendomsmaegler,341
5129,2011,danmark,salg,grafisk,1004
5130,2011,danmark,salg,kommunikation,1509
5131,2011,danmark,salg,kultur,890
5132,2011,danmark,salg,marketing,2828
5133,2011,danmark,salg,salg,9738
5134,2011,danmark,salg,salgskurser,3
5135,2011,danmark,salg,franchise,57
5136,2011,danmark,salg,telemarketing,1928
5137,2011,danmark,undervisning,bibliotek,306
5138,2011,danmark,undervisning,forskning,6548
5139,2011,danmark,undervisning,laerer,3382
5140,2011,danmark,undervisning,paedagog,9996
5141,2011,danmark,kontor,akademisk,0
5142,2011,danmark,kontor,ejendomsmaegler,341
5143,2011,danmark,kontor,ejendomsservice,793
5144,2011,danmark,kontor,finans,3764
5145,2011,danmark,kontor,indkoeb,1594
5146,2011,danmark,kontor,jura,1634
5147,2011,danmark,kontor,kontor,8165
5148,2011,danmark,kontor,kontorkurser,2
5149,2011,danmark,kontor,kontorelev,1128
5150,2011,danmark,kontor,logistik,1713
5151,2011,danmark,kontor,offentlig,1917
5152,2011,danmark,kontor,oversaettelse,346
5153,2011,danmark,kontor,sekretaer,2172
5154,2011,danmark,kontor,oekonomi,8525
5155,2011,danmark,social,laege,4525
5156,2011,danmark,social,laegesekretaer,1492
5157,2011,danmark,social,pleje,5845
5158,2011,danmark,social,psykologi,945
5159,2011,danmark,social,socialraadgivning,1774
5160,2011,danmark,social,tandlaege,662
5161,2011,danmark,social,teknisksundhed,381
5162,2011,danmark,social,terapi,1287
5163,2011,danmark,oevrige,elev,3100
5164,2011,danmark,oevrige,forsvar,0
5165,2011,danmark,oevrige,frivilligt,1933
5166,2011,danmark,oevrige,student,6096
5167,2011,danmark,oevrige,studiepraktik,1473
5168,2011,danmark,oevrige,oevrige,7158
5169,2011,danmark,oevrige,kurseroevrige,1
5170,2012,storkoebenhavn,it,database,340
5171,2012,storkoebenhavn,it,itdrift,1976
5172,2012,storkoebenhavn,it,itkurser,1
5173,2012,storkoebenhavn,it,itledelse,1099
5174,2012,storkoebenhavn,it,internet,676
5175,2012,storkoebenhavn,it,systemudvikling,5808
5176,2012,storkoebenhavn,it,telekom,130
5177,2012,storkoebenhavn,it,virksomhedssystemer,1241
5178,2012,storkoebenhavn,ingenioer,byggeteknik,1471
5179,2012,storkoebenhavn,ingenioer,elektronik,820
5180,2012,storkoebenhavn,ingenioer,kemi,1874
5181,2012,storkoebenhavn,ingenioer,teknikledelse,651
5182,2012,storkoebenhavn,ingenioer,maskiningenioer,1282
5183,2012,storkoebenhavn,ingenioer,medicinal,1036
5184,2012,storkoebenhavn,ingenioer,produktionsteknik,1301
5185,2012,storkoebenhavn,ledelse,detailledelse,0
5186,2012,storkoebenhavn,ledelse,freelancekonsulent,308
5187,2012,storkoebenhavn,ledelse,hrkurser,0
5188,2012,storkoebenhavn,ledelse,itledelse,1099
5189,2012,storkoebenhavn,ledelse,institutions,366
5190,2012,storkoebenhavn,ledelse,leder,1959
5191,2012,storkoebenhavn,ledelse,teknikledelse,651
5192,2012,storkoebenhavn,ledelse,personale,903
5193,2012,storkoebenhavn,ledelse,projektledelse,2818
5194,2012,storkoebenhavn,ledelse,salgschef,624
5195,2012,storkoebenhavn,ledelse,topledelse,164
5196,2012,storkoebenhavn,ledelse,virksomhedsudvikling,0
5197,2012,storkoebenhavn,ledelse,oekonomichef,313
5198,2012,storkoebenhavn,handel,bud,54
5199,2012,storkoebenhavn,handel,boernepasning,95
5200,2012,storkoebenhavn,handel,detailhandel,4968
5201,2012,storkoebenhavn,handel,ejendomsservice,436
5202,2012,storkoebenhavn,handel,frisoer,129
5203,2012,storkoebenhavn,handel,hotel,2833
5204,2012,storkoebenhavn,handel,rengoering,750
5205,2012,storkoebenhavn,handel,service,634
5206,2012,storkoebenhavn,handel,sikkerhed,291
5207,2012,storkoebenhavn,industri,blik,331
5208,2012,storkoebenhavn,industri,byggeri,463
5209,2012,storkoebenhavn,industri,elektriker,621
5210,2012,storkoebenhavn,industri,industri,296
5211,2012,storkoebenhavn,industri,jern,239
5212,2012,storkoebenhavn,industri,lager,449
5213,2012,storkoebenhavn,industri,landbrug,239
5214,2012,storkoebenhavn,industri,maling,145
5215,2012,storkoebenhavn,industri,mekanik,403
5216,2012,storkoebenhavn,industri,naeringsmiddel,486
5217,2012,storkoebenhavn,industri,tekstil,85
5218,2012,storkoebenhavn,industri,transport,641
5219,2012,storkoebenhavn,industri,traeindustri,31
5220,2012,storkoebenhavn,industri,toemrer,236
5221,2012,storkoebenhavn,salg,design,90
5222,2012,storkoebenhavn,salg,ejendomsmaegler,138
5223,2012,storkoebenhavn,salg,grafisk,328
5224,2012,storkoebenhavn,salg,kommunikation,1048
5225,2012,storkoebenhavn,salg,kultur,257
5226,2012,storkoebenhavn,salg,marketing,1483
5227,2012,storkoebenhavn,salg,salg,4927
5228,2012,storkoebenhavn,salg,salgskurser,0
5229,2012,storkoebenhavn,salg,franchise,35
5230,2012,storkoebenhavn,salg,telemarketing,978
5231,2012,storkoebenhavn,undervisning,bibliotek,137
5232,2012,storkoebenhavn,undervisning,forskning,3569
5233,2012,storkoebenhavn,undervisning,laerer,1205
5234,2012,storkoebenhavn,undervisning,paedagog,4572
5235,2012,storkoebenhavn,kontor,akademisk,0
5236,2012,storkoebenhavn,kontor,ejendomsmaegler,138
5237,2012,storkoebenhavn,kontor,ejendomsservice,436
5238,2012,storkoebenhavn,kontor,finans,1974
5239,2012,storkoebenhavn,kontor,indkoeb,562
5240,2012,storkoebenhavn,kontor,jura,1025
5241,2012,storkoebenhavn,kontor,kontor,4624
5242,2012,storkoebenhavn,kontor,kontorkurser,0
5243,2012,storkoebenhavn,kontor,kontorelev,403
5244,2012,storkoebenhavn,kontor,logistik,822
5245,2012,storkoebenhavn,kontor,offentlig,1039
5246,2012,storkoebenhavn,kontor,oversaettelse,134
5247,2012,storkoebenhavn,kontor,sekretaer,989
5248,2012,storkoebenhavn,kontor,oekonomi,4658
5249,2012,storkoebenhavn,social,laege,1299
5250,2012,storkoebenhavn,social,laegesekretaer,597
5251,2012,storkoebenhavn,social,pleje,1945
5252,2012,storkoebenhavn,social,psykologi,391
5253,2012,storkoebenhavn,social,socialraadgivning,647
5254,2012,storkoebenhavn,social,tandlaege,237
5255,2012,storkoebenhavn,social,teknisksundhed,124
5256,2012,storkoebenhavn,social,terapi,514
5257,2012,storkoebenhavn,oevrige,elev,1111
5258,2012,storkoebenhavn,oevrige,forsvar,0
5259,2012,storkoebenhavn,oevrige,frivilligt,1364
5260,2012,storkoebenhavn,oevrige,student,3526
5261,2012,storkoebenhavn,oevrige,studiepraktik,434
5262,2012,storkoebenhavn,oevrige,oevrige,2959
5263,2012,storkoebenhavn,oevrige,kurseroevrige,0
5264,2012,nordsjaelland,it,database,16
5265,2012,nordsjaelland,it,itdrift,165
5266,2012,nordsjaelland,it,itkurser,0
5267,2012,nordsjaelland,it,itledelse,103
5268,2012,nordsjaelland,it,internet,73
5269,2012,nordsjaelland,it,systemudvikling,547
5270,2012,nordsjaelland,it,telekom,18
5271,2012,nordsjaelland,it,virksomhedssystemer,140
5272,2012,nordsjaelland,ingenioer,byggeteknik,370
5273,2012,nordsjaelland,ingenioer,elektronik,254
5274,2012,nordsjaelland,ingenioer,kemi,381
5275,2012,nordsjaelland,ingenioer,teknikledelse,120
5276,2012,nordsjaelland,ingenioer,maskiningenioer,380
5277,2012,nordsjaelland,ingenioer,medicinal,206
5278,2012,nordsjaelland,ingenioer,produktionsteknik,317
5279,2012,nordsjaelland,ledelse,detailledelse,0
5280,2012,nordsjaelland,ledelse,freelancekonsulent,28
5281,2012,nordsjaelland,ledelse,hrkurser,0
5282,2012,nordsjaelland,ledelse,itledelse,103
5283,2012,nordsjaelland,ledelse,institutions,100
5284,2012,nordsjaelland,ledelse,leder,334
5285,2012,nordsjaelland,ledelse,teknikledelse,120
5286,2012,nordsjaelland,ledelse,personale,121
5287,2012,nordsjaelland,ledelse,projektledelse,375
5288,2012,nordsjaelland,ledelse,salgschef,88
5289,2012,nordsjaelland,ledelse,topledelse,19
5290,2012,nordsjaelland,ledelse,virksomhedsudvikling,0
5291,2012,nordsjaelland,ledelse,oekonomichef,40
5292,2012,nordsjaelland,handel,bud,20
5293,2012,nordsjaelland,handel,boernepasning,18
5294,2012,nordsjaelland,handel,detailhandel,1367
5295,2012,nordsjaelland,handel,ejendomsservice,64
5296,2012,nordsjaelland,handel,frisoer,35
5297,2012,nordsjaelland,handel,hotel,516
5298,2012,nordsjaelland,handel,rengoering,212
5299,2012,nordsjaelland,handel,service,138
5300,2012,nordsjaelland,handel,sikkerhed,52
5301,2012,nordsjaelland,industri,blik,78
5302,2012,nordsjaelland,industri,byggeri,125
5303,2012,nordsjaelland,industri,elektriker,121
5304,2012,nordsjaelland,industri,industri,123
5305,2012,nordsjaelland,industri,jern,115
5306,2012,nordsjaelland,industri,lager,96
5307,2012,nordsjaelland,industri,landbrug,86
5308,2012,nordsjaelland,industri,maling,23
5309,2012,nordsjaelland,industri,mekanik,106
5310,2012,nordsjaelland,industri,naeringsmiddel,108
5311,2012,nordsjaelland,industri,tekstil,29
5312,2012,nordsjaelland,industri,transport,81
5313,2012,nordsjaelland,industri,traeindustri,13
5314,2012,nordsjaelland,industri,toemrer,39
5315,2012,nordsjaelland,salg,design,24
5316,2012,nordsjaelland,salg,ejendomsmaegler,37
5317,2012,nordsjaelland,salg,grafisk,44
5318,2012,nordsjaelland,salg,kommunikation,94
5319,2012,nordsjaelland,salg,kultur,60
5320,2012,nordsjaelland,salg,marketing,189
5321,2012,nordsjaelland,salg,salg,542
5322,2012,nordsjaelland,salg,salgskurser,0
5323,2012,nordsjaelland,salg,franchise,4
5324,2012,nordsjaelland,salg,telemarketing,64
5325,2012,nordsjaelland,undervisning,bibliotek,24
5326,2012,nordsjaelland,undervisning,forskning,865
5327,2012,nordsjaelland,undervisning,laerer,396
5328,2012,nordsjaelland,undervisning,paedagog,1060
5329,2012,nordsjaelland,kontor,akademisk,0
5330,2012,nordsjaelland,kontor,ejendomsmaegler,37
5331,2012,nordsjaelland,kontor,ejendomsservice,64
5332,2012,nordsjaelland,kontor,finans,222
5333,2012,nordsjaelland,kontor,indkoeb,89
5334,2012,nordsjaelland,kontor,jura,111
5335,2012,nordsjaelland,kontor,kontor,506
5336,2012,nordsjaelland,kontor,kontorkurser,0
5337,2012,nordsjaelland,kontor,kontorelev,74
5338,2012,nordsjaelland,kontor,logistik,121
5339,2012,nordsjaelland,kontor,offentlig,196
5340,2012,nordsjaelland,kontor,oversaettelse,17
5341,2012,nordsjaelland,kontor,sekretaer,155
5342,2012,nordsjaelland,kontor,oekonomi,641
5343,2012,nordsjaelland,social,laege,184
5344,2012,nordsjaelland,social,laegesekretaer,59
5345,2012,nordsjaelland,social,pleje,847
5346,2012,nordsjaelland,social,psykologi,85
5347,2012,nordsjaelland,social,socialraadgivning,211
5348,2012,nordsjaelland,social,tandlaege,65
5349,2012,nordsjaelland,social,teknisksundhed,20
5350,2012,nordsjaelland,social,terapi,132
5351,2012,nordsjaelland,oevrige,elev,298
5352,2012,nordsjaelland,oevrige,forsvar,0
5353,2012,nordsjaelland,oevrige,frivilligt,306
5354,2012,nordsjaelland,oevrige,student,283
5355,2012,nordsjaelland,oevrige,studiepraktik,42
5356,2012,nordsjaelland,oevrige,oevrige,442
5357,2012,nordsjaelland,oevrige,kurseroevrige,0
5358,2012,region-sjaelland,it,database,14
5359,2012,region-sjaelland,it,itdrift,147
5360,2012,region-sjaelland,it,itkurser,0
5361,2012,region-sjaelland,it,itledelse,51
5362,2012,region-sjaelland,it,internet,42
5363,2012,region-sjaelland,it,systemudvikling,262
5364,2012,region-sjaelland,it,telekom,10
5365,2012,region-sjaelland,it,virksomhedssystemer,58
5366,2012,region-sjaelland,ingenioer,byggeteknik,362
5367,2012,region-sjaelland,ingenioer,elektronik,148
5368,2012,region-sjaelland,ingenioer,kemi,437
5369,2012,region-sjaelland,ingenioer,teknikledelse,135
5370,2012,region-sjaelland,ingenioer,maskiningenioer,247
5371,2012,region-sjaelland,ingenioer,medicinal,141
5372,2012,region-sjaelland,ingenioer,produktionsteknik,274
5373,2012,region-sjaelland,ledelse,detailledelse,0
5374,2012,region-sjaelland,ledelse,freelancekonsulent,76
5375,2012,region-sjaelland,ledelse,hrkurser,0
5376,2012,region-sjaelland,ledelse,itledelse,51
5377,2012,region-sjaelland,ledelse,institutions,185
5378,2012,region-sjaelland,ledelse,leder,459
5379,2012,region-sjaelland,ledelse,teknikledelse,135
5380,2012,region-sjaelland,ledelse,personale,85
5381,2012,region-sjaelland,ledelse,projektledelse,336
5382,2012,region-sjaelland,ledelse,salgschef,141
5383,2012,region-sjaelland,ledelse,topledelse,23
5384,2012,region-sjaelland,ledelse,virksomhedsudvikling,0
5385,2012,region-sjaelland,ledelse,oekonomichef,44
5386,2012,region-sjaelland,handel,bud,40
5387,2012,region-sjaelland,handel,boernepasning,13
5388,2012,region-sjaelland,handel,detailhandel,1685
5389,2012,region-sjaelland,handel,ejendomsservice,83
5390,2012,region-sjaelland,handel,frisoer,54
5391,2012,region-sjaelland,handel,hotel,629
5392,2012,region-sjaelland,handel,rengoering,451
5393,2012,region-sjaelland,handel,service,230
5394,2012,region-sjaelland,handel,sikkerhed,55
5395,2012,region-sjaelland,industri,blik,140
5396,2012,region-sjaelland,industri,byggeri,269
5397,2012,region-sjaelland,industri,elektriker,258
5398,2012,region-sjaelland,industri,industri,200
5399,2012,region-sjaelland,industri,jern,246
5400,2012,region-sjaelland,industri,lager,175
5401,2012,region-sjaelland,industri,landbrug,138
5402,2012,region-sjaelland,industri,maling,65
5403,2012,region-sjaelland,industri,mekanik,217
5404,2012,region-sjaelland,industri,naeringsmiddel,191
5405,2012,region-sjaelland,industri,tekstil,31
5406,2012,region-sjaelland,industri,transport,311
5407,2012,region-sjaelland,industri,traeindustri,21
5408,2012,region-sjaelland,industri,toemrer,112
5409,2012,region-sjaelland,salg,design,12
5410,2012,region-sjaelland,salg,ejendomsmaegler,55
5411,2012,region-sjaelland,salg,grafisk,52
5412,2012,region-sjaelland,salg,kommunikation,96
5413,2012,region-sjaelland,salg,kultur,133
5414,2012,region-sjaelland,salg,marketing,132
5415,2012,region-sjaelland,salg,salg,1180
5416,2012,region-sjaelland,salg,salgskurser,0
5417,2012,region-sjaelland,salg,franchise,28
5418,2012,region-sjaelland,salg,telemarketing,75
5419,2012,region-sjaelland,undervisning,bibliotek,29
5420,2012,region-sjaelland,undervisning,forskning,253
5421,2012,region-sjaelland,undervisning,laerer,770
5422,2012,region-sjaelland,undervisning,paedagog,1474
5423,2012,region-sjaelland,kontor,akademisk,0
5424,2012,region-sjaelland,kontor,ejendomsmaegler,55
5425,2012,region-sjaelland,kontor,ejendomsservice,83
5426,2012,region-sjaelland,kontor,finans,185
5427,2012,region-sjaelland,kontor,indkoeb,93
5428,2012,region-sjaelland,kontor,jura,62
5429,2012,region-sjaelland,kontor,kontor,632
5430,2012,region-sjaelland,kontor,kontorkurser,0
5431,2012,region-sjaelland,kontor,kontorelev,126
5432,2012,region-sjaelland,kontor,logistik,98
5433,2012,region-sjaelland,kontor,offentlig,315
5434,2012,region-sjaelland,kontor,oversaettelse,30
5435,2012,region-sjaelland,kontor,sekretaer,200
5436,2012,region-sjaelland,kontor,oekonomi,504
5437,2012,region-sjaelland,social,laege,614
5438,2012,region-sjaelland,social,laegesekretaer,190
5439,2012,region-sjaelland,social,pleje,1092
5440,2012,region-sjaelland,social,psykologi,171
5441,2012,region-sjaelland,social,socialraadgivning,284
5442,2012,region-sjaelland,social,tandlaege,125
5443,2012,region-sjaelland,social,teknisksundhed,42
5444,2012,region-sjaelland,social,terapi,231
5445,2012,region-sjaelland,oevrige,elev,433
5446,2012,region-sjaelland,oevrige,forsvar,0
5447,2012,region-sjaelland,oevrige,frivilligt,315
5448,2012,region-sjaelland,oevrige,student,364
5449,2012,region-sjaelland,oevrige,studiepraktik,33
5450,2012,region-sjaelland,oevrige,oevrige,681
5451,2012,region-sjaelland,oevrige,kurseroevrige,0
5452,2012,fyn,it,database,26
5453,2012,fyn,it,itdrift,133
5454,2012,fyn,it,itkurser,0
5455,2012,fyn,it,itledelse,34
5456,2012,fyn,it,internet,70
5457,2012,fyn,it,systemudvikling,308
5458,2012,fyn,it,telekom,9
5459,2012,fyn,it,virksomhedssystemer,73
5460,2012,fyn,ingenioer,byggeteknik,173
5461,2012,fyn,ingenioer,elektronik,95
5462,2012,fyn,ingenioer,kemi,163
5463,2012,fyn,ingenioer,teknikledelse,75
5464,2012,fyn,ingenioer,maskiningenioer,210
5465,2012,fyn,ingenioer,medicinal,99
5466,2012,fyn,ingenioer,produktionsteknik,186
5467,2012,fyn,ledelse,detailledelse,0
5468,2012,fyn,ledelse,freelancekonsulent,56
5469,2012,fyn,ledelse,hrkurser,0
5470,2012,fyn,ledelse,itledelse,34
5471,2012,fyn,ledelse,institutions,88
5472,2012,fyn,ledelse,leder,462
5473,2012,fyn,ledelse,teknikledelse,75
5474,2012,fyn,ledelse,personale,65
5475,2012,fyn,ledelse,projektledelse,257
5476,2012,fyn,ledelse,salgschef,117
5477,2012,fyn,ledelse,topledelse,25
5478,2012,fyn,ledelse,virksomhedsudvikling,0
5479,2012,fyn,ledelse,oekonomichef,47
5480,2012,fyn,handel,bud,5
5481,2012,fyn,handel,boernepasning,22
5482,2012,fyn,handel,detailhandel,1010
5483,2012,fyn,handel,ejendomsservice,52
5484,2012,fyn,handel,frisoer,50
5485,2012,fyn,handel,hotel,589
5486,2012,fyn,handel,rengoering,427
5487,2012,fyn,handel,service,131
5488,2012,fyn,handel,sikkerhed,39
5489,2012,fyn,industri,blik,60
5490,2012,fyn,industri,byggeri,107
5491,2012,fyn,industri,elektriker,164
5492,2012,fyn,industri,industri,124
5493,2012,fyn,industri,jern,147
5494,2012,fyn,industri,lager,88
5495,2012,fyn,industri,landbrug,106
5496,2012,fyn,industri,maling,44
5497,2012,fyn,industri,mekanik,116
5498,2012,fyn,industri,naeringsmiddel,92
5499,2012,fyn,industri,tekstil,33
5500,2012,fyn,industri,transport,144
5501,2012,fyn,industri,traeindustri,11
5502,2012,fyn,industri,toemrer,87
5503,2012,fyn,salg,design,8
5504,2012,fyn,salg,ejendomsmaegler,19
5505,2012,fyn,salg,grafisk,49
5506,2012,fyn,salg,kommunikation,67
5507,2012,fyn,salg,kultur,76
5508,2012,fyn,salg,marketing,137
5509,2012,fyn,salg,salg,988
5510,2012,fyn,salg,salgskurser,0
5511,2012,fyn,salg,franchise,26
5512,2012,fyn,salg,telemarketing,171
5513,2012,fyn,undervisning,bibliotek,26
5514,2012,fyn,undervisning,forskning,752
5515,2012,fyn,undervisning,laerer,384
5516,2012,fyn,undervisning,paedagog,756
5517,2012,fyn,kontor,akademisk,0
5518,2012,fyn,kontor,ejendomsmaegler,19
5519,2012,fyn,kontor,ejendomsservice,52
5520,2012,fyn,kontor,finans,166
5521,2012,fyn,kontor,indkoeb,69
5522,2012,fyn,kontor,jura,48
5523,2012,fyn,kontor,kontor,365
5524,2012,fyn,kontor,kontorkurser,0
5525,2012,fyn,kontor,kontorelev,56
5526,2012,fyn,kontor,logistik,87
5527,2012,fyn,kontor,offentlig,140
5528,2012,fyn,kontor,oversaettelse,11
5529,2012,fyn,kontor,sekretaer,125
