,n_jobtype_area_,n_year,n_sektor_area,n_area,jobtype,sektor,area,year
726,43,380597,259,1863,finans,kontor,bornholm,2007
727,8,380597,259,1863,indkoeb,kontor,bornholm,2007
728,15,380597,259,1863,jura,kontor,bornholm,2007
729,55,380597,259,1863,kontor,kontor,bornholm,2007
730,1,380597,259,1863,kontorkurser,kontor,bornholm,2007
731,18,380597,259,1863,kontorelev,kontor,bornholm,2007
732,10,380597,259,1863,logistik,kontor,bornholm,2007
733,25,380597,259,1863,offentlig,kontor,bornholm,2007
734,3,380597,259,1863,oversaettelse,kontor,bornholm,2007
735,23,380597,259,1863,sekretaer,kontor,bornholm,2007
736,59,380597,259,1863,oekonomi,kontor,bornholm,2007
737,13,380597,288,1863,laege,social,bornholm,2007
738,3,380597,288,1863,laegesekretaer,social,bornholm,2007
739,153,380597,288,1863,pleje,social,bornholm,2007
740,12,380597,288,1863,psykologi,social,bornholm,2007
741,28,380597,288,1863,socialraadgivning,social,bornholm,2007
742,4,380597,288,1863,tandlaege,social,bornholm,2007
743,2,380597,288,1863,teknisksundhed,social,bornholm,2007
744,9,380597,288,1863,terapi,social,bornholm,2007
745,91,380597,180,1863,elev,oevrige,bornholm,2007
746,0,380597,180,1863,forsvar,oevrige,bornholm,2007
747,2,380597,180,1863,frivilligt,oevrige,bornholm,2007
748,28,380597,180,1863,student,oevrige,bornholm,2007
749,2,380597,180,1863,studiepraktik,oevrige,bornholm,2007
750,48,380597,180,1863,oevrige,oevrige,bornholm,2007
751,1,380597,180,1863,kurseroevrige,oevrige,bornholm,2007
752,0,380597,0,0,database,it,skaane,2007
753,0,380597,0,0,itdrift,it,skaane,2007
754,0,380597,0,0,itkurser,it,skaane,2007
755,0,380597,0,0,itledelse,it,skaane,2007
756,0,380597,0,0,internet,it,skaane,2007
757,0,380597,0,0,systemudvikling,it,skaane,2007
758,0,380597,0,0,telekom,it,skaane,2007
759,0,380597,0,0,virksomhedssystemer,it,skaane,2007
760,0,380597,0,0,byggeteknik,ingenioer,skaane,2007
761,0,380597,0,0,elektronik,ingenioer,skaane,2007
762,0,380597,0,0,kemi,ingenioer,skaane,2007
763,0,380597,0,0,teknikledelse,ingenioer,skaane,2007
764,0,380597,0,0,maskiningenioer,ingenioer,skaane,2007
765,0,380597,0,0,medicinal,ingenioer,skaane,2007
766,0,380597,0,0,produktionsteknik,ingenioer,skaane,2007
767,0,380597,0,0,detailledelse,ledelse,skaane,2007
768,0,380597,0,0,freelancekonsulent,ledelse,skaane,2007
769,0,380597,0,0,hrkurser,ledelse,skaane,2007
770,0,380597,0,0,itledelse,ledelse,skaane,2007
771,0,380597,0,0,institutions,ledelse,skaane,2007
772,0,380597,0,0,leder,ledelse,skaane,2007
773,0,380597,0,0,teknikledelse,ledelse,skaane,2007
774,0,380597,0,0,personale,ledelse,skaane,2007
775,0,380597,0,0,projektledelse,ledelse,skaane,2007
776,0,380597,0,0,salgschef,ledelse,skaane,2007
777,0,380597,0,0,topledelse,ledelse,skaane,2007
778,0,380597,0,0,virksomhedsudvikling,ledelse,skaane,2007
779,0,380597,0,0,oekonomichef,ledelse,skaane,2007
780,0,380597,0,0,bud,handel,skaane,2007
781,0,380597,0,0,boernepasning,handel,skaane,2007
782,0,380597,0,0,detailhandel,handel,skaane,2007
783,0,380597,0,0,ejendomsservice,handel,skaane,2007
784,0,380597,0,0,frisoer,handel,skaane,2007
785,0,380597,0,0,hotel,handel,skaane,2007
786,0,380597,0,0,rengoering,handel,skaane,2007
787,0,380597,0,0,service,handel,skaane,2007
788,0,380597,0,0,sikkerhed,handel,skaane,2007
789,0,380597,0,0,blik,industri,skaane,2007
790,0,380597,0,0,byggeri,industri,skaane,2007
791,0,380597,0,0,elektriker,industri,skaane,2007
792,0,380597,0,0,industri,industri,skaane,2007
793,0,380597,0,0,jern,industri,skaane,2007
794,0,380597,0,0,lager,industri,skaane,2007
795,0,380597,0,0,landbrug,industri,skaane,2007
796,0,380597,0,0,maling,industri,skaane,2007
797,0,380597,0,0,mekanik,industri,skaane,2007
798,0,380597,0,0,naeringsmiddel,industri,skaane,2007
799,0,380597,0,0,tekstil,industri,skaane,2007
800,0,380597,0,0,transport,industri,skaane,2007
801,0,380597,0,0,traeindustri,industri,skaane,2007
802,0,380597,0,0,toemrer,industri,skaane,2007
803,0,380597,0,0,design,salg,skaane,2007
804,0,380597,0,0,ejendomsmaegler,salg,skaane,2007
805,0,380597,0,0,grafisk,salg,skaane,2007
806,0,380597,0,0,kommunikation,salg,skaane,2007
807,0,380597,0,0,kultur,salg,skaane,2007
808,0,380597,0,0,marketing,salg,skaane,2007
809,0,380597,0,0,salg,salg,skaane,2007
810,0,380597,0,0,salgskurser,salg,skaane,2007
811,0,380597,0,0,franchise,salg,skaane,2007
812,0,380597,0,0,telemarketing,salg,skaane,2007
813,0,380597,0,0,bibliotek,undervisning,skaane,2007
814,0,380597,0,0,forskning,undervisning,skaane,2007
815,0,380597,0,0,laerer,undervisning,skaane,2007
816,0,380597,0,0,paedagog,undervisning,skaane,2007
817,0,380597,0,0,akademisk,kontor,skaane,2007
818,0,380597,0,0,ejendomsmaegler,kontor,skaane,2007
819,0,380597,0,0,ejendomsservice,kontor,skaane,2007
820,0,380597,0,0,finans,kontor,skaane,2007
821,0,380597,0,0,indkoeb,kontor,skaane,2007
822,0,380597,0,0,jura,kontor,skaane,2007
823,0,380597,0,0,kontor,kontor,skaane,2007
824,0,380597,0,0,kontorkurser,kontor,skaane,2007
825,0,380597,0,0,kontorelev,kontor,skaane,2007
826,0,380597,0,0,logistik,kontor,skaane,2007
827,0,380597,0,0,offentlig,kontor,skaane,2007
828,0,380597,0,0,oversaettelse,kontor,skaane,2007
829,0,380597,0,0,sekretaer,kontor,skaane,2007
830,0,380597,0,0,oekonomi,kontor,skaane,2007
831,0,380597,0,0,laege,social,skaane,2007
832,0,380597,0,0,laegesekretaer,social,skaane,2007
833,0,380597,0,0,pleje,social,skaane,2007
834,0,380597,0,0,psykologi,social,skaane,2007
835,0,380597,0,0,socialraadgivning,social,skaane,2007
836,0,380597,0,0,tandlaege,social,skaane,2007
837,0,380597,0,0,teknisksundhed,social,skaane,2007
838,0,380597,0,0,terapi,social,skaane,2007
839,0,380597,0,0,elev,oevrige,skaane,2007
840,0,380597,0,0,forsvar,oevrige,skaane,2007
841,0,380597,0,0,frivilligt,oevrige,skaane,2007
842,0,380597,0,0,student,oevrige,skaane,2007
843,0,380597,0,0,studiepraktik,oevrige,skaane,2007
844,0,380597,0,0,oevrige,oevrige,skaane,2007
845,0,380597,0,0,kurseroevrige,oevrige,skaane,2007
846,0,380597,40,2562,database,it,groenland,2007
847,10,380597,40,2562,itdrift,it,groenland,2007
848,0,380597,40,2562,itkurser,it,groenland,2007
849,13,380597,40,2562,itledelse,it,groenland,2007
850,0,380597,40,2562,internet,it,groenland,2007
851,16,380597,40,2562,systemudvikling,it,groenland,2007
852,4,380597,40,2562,telekom,it,groenland,2007
853,2,380597,40,2562,virksomhedssystemer,it,groenland,2007
854,94,380597,165,2562,byggeteknik,ingenioer,groenland,2007
855,18,380597,165,2562,elektronik,ingenioer,groenland,2007
856,30,380597,165,2562,kemi,ingenioer,groenland,2007
857,13,380597,165,2562,teknikledelse,ingenioer,groenland,2007
858,9,380597,165,2562,maskiningenioer,ingenioer,groenland,2007
859,9,380597,165,2562,medicinal,ingenioer,groenland,2007
860,10,380597,165,2562,produktionsteknik,ingenioer,groenland,2007
861,0,380597,304,2562,detailledelse,ledelse,groenland,2007
862,0,380597,304,2562,freelancekonsulent,ledelse,groenland,2007
863,0,380597,304,2562,hrkurser,ledelse,groenland,2007
864,13,380597,304,2562,itledelse,ledelse,groenland,2007
865,128,380597,304,2562,institutions,ledelse,groenland,2007
866,62,380597,304,2562,leder,ledelse,groenland,2007
867,13,380597,304,2562,teknikledelse,ledelse,groenland,2007
868,27,380597,304,2562,personale,ledelse,groenland,2007
869,31,380597,304,2562,projektledelse,ledelse,groenland,2007
870,10,380597,304,2562,salgschef,ledelse,groenland,2007
871,13,380597,304,2562,topledelse,ledelse,groenland,2007
872,0,380597,304,2562,virksomhedsudvikling,ledelse,groenland,2007
873,16,380597,304,2562,oekonomichef,ledelse,groenland,2007
874,0,380597,763,2562,bud,handel,groenland,2007
875,0,380597,763,2562,boernepasning,handel,groenland,2007
876,45,380597,763,2562,detailhandel,handel,groenland,2007
877,13,380597,763,2562,ejendomsservice,handel,groenland,2007
878,1,380597,763,2562,frisoer,handel,groenland,2007
879,59,380597,763,2562,hotel,handel,groenland,2007
880,8,380597,763,2562,rengoering,handel,groenland,2007
881,646,380597,763,2562,service,handel,groenland,2007
882,1,380597,763,2562,sikkerhed,handel,groenland,2007
883,111,380597,409,2562,blik,industri,groenland,2007
884,41,380597,409,2562,byggeri,industri,groenland,2007
885,76,380597,409,2562,elektriker,industri,groenland,2007
886,19,380597,409,2562,industri,industri,groenland,2007
887,50,380597,409,2562,jern,industri,groenland,2007
888,5,380597,409,2562,lager,industri,groenland,2007
889,2,380597,409,2562,landbrug,industri,groenland,2007
890,13,380597,409,2562,maling,industri,groenland,2007
891,61,380597,409,2562,mekanik,industri,groenland,2007
892,15,380597,409,2562,naeringsmiddel,industri,groenland,2007
893,2,380597,409,2562,tekstil,industri,groenland,2007
894,15,380597,409,2562,transport,industri,groenland,2007
895,0,380597,409,2562,traeindustri,industri,groenland,2007
896,59,380597,409,2562,toemrer,industri,groenland,2007
897,0,380597,60,2562,design,salg,groenland,2007
898,0,380597,60,2562,ejendomsmaegler,salg,groenland,2007
899,1,380597,60,2562,grafisk,salg,groenland,2007
900,10,380597,60,2562,kommunikation,salg,groenland,2007
901,4,380597,60,2562,kultur,salg,groenland,2007
902,8,380597,60,2562,marketing,salg,groenland,2007
903,30,380597,60,2562,salg,salg,groenland,2007
904,0,380597,60,2562,salgskurser,salg,groenland,2007
905,0,380597,60,2562,franchise,salg,groenland,2007
906,1,380597,60,2562,telemarketing,salg,groenland,2007
907,6,380597,429,2562,bibliotek,undervisning,groenland,2007
908,31,380597,429,2562,forskning,undervisning,groenland,2007
909,60,380597,429,2562,laerer,undervisning,groenland,2007
910,212,380597,429,2562,paedagog,undervisning,groenland,2007
911,0,380597,383,2562,akademisk,kontor,groenland,2007
912,0,380597,383,2562,ejendomsmaegler,kontor,groenland,2007
913,13,380597,383,2562,ejendomsservice,kontor,groenland,2007
914,47,380597,383,2562,finans,kontor,groenland,2007
915,1,380597,383,2562,indkoeb,kontor,groenland,2007
916,57,380597,383,2562,jura,kontor,groenland,2007
917,146,380597,383,2562,kontor,kontor,groenland,2007
918,0,380597,383,2562,kontorkurser,kontor,groenland,2007
919,0,380597,383,2562,kontorelev,kontor,groenland,2007
920,8,380597,383,2562,logistik,kontor,groenland,2007
921,19,380597,383,2562,offentlig,kontor,groenland,2007
922,10,380597,383,2562,oversaettelse,kontor,groenland,2007
923,14,380597,383,2562,sekretaer,kontor,groenland,2007
924,115,380597,383,2562,oekonomi,kontor,groenland,2007
925,70,380597,530,2562,laege,social,groenland,2007
926,11,380597,530,2562,laegesekretaer,social,groenland,2007
927,98,380597,530,2562,pleje,social,groenland,2007
928,31,380597,530,2562,psykologi,social,groenland,2007
929,107,380597,530,2562,socialraadgivning,social,groenland,2007
930,2,380597,530,2562,tandlaege,social,groenland,2007
931,7,380597,530,2562,teknisksundhed,social,groenland,2007
932,21,380597,530,2562,terapi,social,groenland,2007
933,0,380597,67,2562,elev,oevrige,groenland,2007
934,0,380597,67,2562,forsvar,oevrige,groenland,2007
935,1,380597,67,2562,frivilligt,oevrige,groenland,2007
936,2,380597,67,2562,student,oevrige,groenland,2007
937,0,380597,67,2562,studiepraktik,oevrige,groenland,2007
938,64,380597,67,2562,oevrige,oevrige,groenland,2007
939,0,380597,67,2562,kurseroevrige,oevrige,groenland,2007
940,614,380597,23636,362658,database,it,danmark,2007
941,5282,380597,23636,362658,itdrift,it,danmark,2007
942,4,380597,23636,362658,itkurser,it,danmark,2007
943,3380,380597,23636,362658,itledelse,it,danmark,2007
944,1153,380597,23636,362658,internet,it,danmark,2007
945,13807,380597,23636,362658,systemudvikling,it,danmark,2007
946,593,380597,23636,362658,telekom,it,danmark,2007
947,2389,380597,23636,362658,virksomhedssystemer,it,danmark,2007
948,6791,380597,23364,362658,byggeteknik,ingenioer,danmark,2007
949,3596,380597,23364,362658,elektronik,ingenioer,danmark,2007
950,4281,380597,23364,362658,kemi,ingenioer,danmark,2007
951,1700,380597,23364,362658,teknikledelse,ingenioer,danmark,2007
952,5156,380597,23364,362658,maskiningenioer,ingenioer,danmark,2007
953,1842,380597,23364,362658,medicinal,ingenioer,danmark,2007
954,4253,380597,23364,362658,produktionsteknik,ingenioer,danmark,2007
955,0,380597,28216,362658,detailledelse,ledelse,danmark,2007
956,634,380597,28216,362658,freelancekonsulent,ledelse,danmark,2007
957,22,380597,28216,362658,hrkurser,ledelse,danmark,2007
958,3380,380597,28216,362658,itledelse,ledelse,danmark,2007
959,4099,380597,28216,362658,institutions,ledelse,danmark,2007
960,7241,380597,28216,362658,leder,ledelse,danmark,2007
961,1700,380597,28216,362658,teknikledelse,ledelse,danmark,2007
962,3240,380597,28216,362658,personale,ledelse,danmark,2007
963,5030,380597,28216,362658,projektledelse,ledelse,danmark,2007
964,3052,380597,28216,362658,salgschef,ledelse,danmark,2007
965,448,380597,28216,362658,topledelse,ledelse,danmark,2007
966,0,380597,28216,362658,virksomhedsudvikling,ledelse,danmark,2007
967,1192,380597,28216,362658,oekonomichef,ledelse,danmark,2007
968,2172,380597,76002,362658,bud,handel,danmark,2007
969,1182,380597,76002,362658,boernepasning,handel,danmark,2007
970,35084,380597,76002,362658,detailhandel,handel,danmark,2007
971,2172,380597,76002,362658,ejendomsservice,handel,danmark,2007
972,1021,380597,76002,362658,frisoer,handel,danmark,2007
973,17189,380597,76002,362658,hotel,handel,danmark,2007
974,14293,380597,76002,362658,rengoering,handel,danmark,2007
975,4792,380597,76002,362658,service,handel,danmark,2007
976,1232,380597,76002,362658,sikkerhed,handel,danmark,2007
977,3105,380597,60395,362658,blik,industri,danmark,2007
978,5376,380597,60395,362658,byggeri,industri,danmark,2007
979,5072,380597,60395,362658,elektriker,industri,danmark,2007
980,7648,380597,60395,362658,industri,industri,danmark,2007
981,8372,380597,60395,362658,jern,industri,danmark,2007
982,8917,380597,60395,362658,lager,industri,danmark,2007
983,2578,380597,60395,362658,landbrug,industri,danmark,2007
984,1288,380597,60395,362658,maling,industri,danmark,2007
985,5386,380597,60395,362658,mekanik,industri,danmark,2007
986,3802,380597,60395,362658,naeringsmiddel,industri,danmark,2007
987,1033,380597,60395,362658,tekstil,industri,danmark,2007
988,9609,380597,60395,362658,transport,industri,danmark,2007
989,1022,380597,60395,362658,traeindustri,industri,danmark,2007
990,3088,380597,60395,362658,toemrer,industri,danmark,2007
991,535,380597,29986,362658,design,salg,danmark,2007
992,509,380597,29986,362658,ejendomsmaegler,salg,danmark,2007
993,2549,380597,29986,362658,grafisk,salg,danmark,2007
994,1738,380597,29986,362658,kommunikation,salg,danmark,2007
995,1143,380597,29986,362658,kultur,salg,danmark,2007
996,3886,380597,29986,362658,marketing,salg,danmark,2007
997,16250,380597,29986,362658,salg,salg,danmark,2007
998,4,380597,29986,362658,salgskurser,salg,danmark,2007
999,36,380597,29986,362658,franchise,salg,danmark,2007
1000,1942,380597,29986,362658,telemarketing,salg,danmark,2007
1001,537,380597,48410,362658,bibliotek,undervisning,danmark,2007
1002,6096,380597,48410,362658,forskning,undervisning,danmark,2007
1003,8994,380597,48410,362658,laerer,undervisning,danmark,2007
1004,29332,380597,48410,362658,paedagog,undervisning,danmark,2007
1005,0,380597,65016,362658,akademisk,kontor,danmark,2007
1006,509,380597,65016,362658,ejendomsmaegler,kontor,danmark,2007
1007,2172,380597,65016,362658,ejendomsservice,kontor,danmark,2007
1008,8222,380597,65016,362658,finans,kontor,danmark,2007
1009,2716,380597,65016,362658,indkoeb,kontor,danmark,2007
1010,2102,380597,65016,362658,jura,kontor,danmark,2007
1011,20394,380597,65016,362658,kontor,kontor,danmark,2007
1012,14,380597,65016,362658,kontorkurser,kontor,danmark,2007
1013,1465,380597,65016,362658,kontorelev,kontor,danmark,2007
1014,3243,380597,65016,362658,logistik,kontor,danmark,2007
1015,3610,380597,65016,362658,offentlig,kontor,danmark,2007
1016,664,380597,65016,362658,oversaettelse,kontor,danmark,2007
1017,6836,380597,65016,362658,sekretaer,kontor,danmark,2007
1018,17881,380597,65016,362658,oekonomi,kontor,danmark,2007
1019,5106,380597,52599,362658,laege,social,danmark,2007
1020,3594,380597,52599,362658,laegesekretaer,social,danmark,2007
1021,19527,380597,52599,362658,pleje,social,danmark,2007
1022,1688,380597,52599,362658,psykologi,social,danmark,2007
1023,3511,380597,52599,362658,socialraadgivning,social,danmark,2007
1024,1379,380597,52599,362658,tandlaege,social,danmark,2007
1025,840,380597,52599,362658,teknisksundhed,social,danmark,2007
1026,2642,380597,52599,362658,terapi,social,danmark,2007
1027,6953,380597,27155,362658,elev,oevrige,danmark,2007
1028,0,380597,27155,362658,forsvar,oevrige,danmark,2007
1029,503,380597,27155,362658,frivilligt,oevrige,danmark,2007
1030,6545,380597,27155,362658,student,oevrige,danmark,2007
1031,28,380597,27155,362658,studiepraktik,oevrige,danmark,2007
1032,11851,380597,27155,362658,oevrige,oevrige,danmark,2007
1033,25,380597,27155,362658,kurseroevrige,oevrige,danmark,2007
1034,465,312907,12866,105081,database,it,storkoebenhavn,2008
1035,2704,312907,12866,105081,itdrift,it,storkoebenhavn,2008
1036,3,312907,12866,105081,itkurser,it,storkoebenhavn,2008
1037,1583,312907,12866,105081,itledelse,it,storkoebenhavn,2008
1038,771,312907,12866,105081,internet,it,storkoebenhavn,2008
1039,7524,312907,12866,105081,systemudvikling,it,storkoebenhavn,2008
1040,215,312907,12866,105081,telekom,it,storkoebenhavn,2008
1041,1439,312907,12866,105081,virksomhedssystemer,it,storkoebenhavn,2008
1042,1487,312907,6784,105081,byggeteknik,ingenioer,storkoebenhavn,2008
1043,1062,312907,6784,105081,elektronik,ingenioer,storkoebenhavn,2008
1044,1801,312907,6784,105081,kemi,ingenioer,storkoebenhavn,2008
1045,449,312907,6784,105081,teknikledelse,ingenioer,storkoebenhavn,2008
1046,1321,312907,6784,105081,maskiningenioer,ingenioer,storkoebenhavn,2008
1047,842,312907,6784,105081,medicinal,ingenioer,storkoebenhavn,2008
1048,1099,312907,6784,105081,produktionsteknik,ingenioer,storkoebenhavn,2008
1049,0,312907,11490,105081,detailledelse,ledelse,storkoebenhavn,2008
1050,328,312907,11490,105081,freelancekonsulent,ledelse,storkoebenhavn,2008
1051,0,312907,11490,105081,hrkurser,ledelse,storkoebenhavn,2008
1052,1583,312907,11490,105081,itledelse,ledelse,storkoebenhavn,2008
1053,897,312907,11490,105081,institutions,ledelse,storkoebenhavn,2008
1054,3304,312907,11490,105081,leder,ledelse,storkoebenhavn,2008
1055,449,312907,11490,105081,teknikledelse,ledelse,storkoebenhavn,2008
1056,1607,312907,11490,105081,personale,ledelse,storkoebenhavn,2008
1057,2490,312907,11490,105081,projektledelse,ledelse,storkoebenhavn,2008
1058,901,312907,11490,105081,salgschef,ledelse,storkoebenhavn,2008
1059,168,312907,11490,105081,topledelse,ledelse,storkoebenhavn,2008
1060,0,312907,11490,105081,virksomhedsudvikling,ledelse,storkoebenhavn,2008
1061,556,312907,11490,105081,oekonomichef,ledelse,storkoebenhavn,2008
1062,404,312907,17069,105081,bud,handel,storkoebenhavn,2008
1063,208,312907,17069,105081,boernepasning,handel,storkoebenhavn,2008
1064,8705,312907,17069,105081,detailhandel,handel,storkoebenhavn,2008
1065,662,312907,17069,105081,ejendomsservice,handel,storkoebenhavn,2008
1066,170,312907,17069,105081,frisoer,handel,storkoebenhavn,2008
1067,4447,312907,17069,105081,hotel,handel,storkoebenhavn,2008
1068,1480,312907,17069,105081,rengoering,handel,storkoebenhavn,2008
1069,1233,312907,17069,105081,service,handel,storkoebenhavn,2008
1070,398,312907,17069,105081,sikkerhed,handel,storkoebenhavn,2008
1071,523,312907,7901,105081,blik,industri,storkoebenhavn,2008
1072,638,312907,7901,105081,byggeri,industri,storkoebenhavn,2008
1073,1026,312907,7901,105081,elektriker,industri,storkoebenhavn,2008
1074,679,312907,7901,105081,industri,industri,storkoebenhavn,2008
1075,696,312907,7901,105081,jern,industri,storkoebenhavn,2008
1076,1467,312907,7901,105081,lager,industri,storkoebenhavn,2008
1077,255,312907,7901,105081,landbrug,industri,storkoebenhavn,2008
1078,178,312907,7901,105081,maling,industri,storkoebenhavn,2008
1079,629,312907,7901,105081,mekanik,industri,storkoebenhavn,2008
1080,565,312907,7901,105081,naeringsmiddel,industri,storkoebenhavn,2008
1081,169,312907,7901,105081,tekstil,industri,storkoebenhavn,2008
1082,1433,312907,7901,105081,transport,industri,storkoebenhavn,2008
1083,48,312907,7901,105081,traeindustri,industri,storkoebenhavn,2008
1084,324,312907,7901,105081,toemrer,industri,storkoebenhavn,2008
1085,136,312907,10777,105081,design,salg,storkoebenhavn,2008
1086,130,312907,10777,105081,ejendomsmaegler,salg,storkoebenhavn,2008
1087,565,312907,10777,105081,grafisk,salg,storkoebenhavn,2008
1088,1018,312907,10777,105081,kommunikation,salg,storkoebenhavn,2008
1089,260,312907,10777,105081,kultur,salg,storkoebenhavn,2008
1090,2136,312907,10777,105081,marketing,salg,storkoebenhavn,2008
1091,5639,312907,10777,105081,salg,salg,storkoebenhavn,2008
1092,0,312907,10777,105081,salgskurser,salg,storkoebenhavn,2008
1093,37,312907,10777,105081,franchise,salg,storkoebenhavn,2008
1094,701,312907,10777,105081,telemarketing,salg,storkoebenhavn,2008
1095,210,312907,14576,105081,bibliotek,undervisning,storkoebenhavn,2008
1096,3112,312907,14576,105081,forskning,undervisning,storkoebenhavn,2008
1097,1897,312907,14576,105081,laerer,undervisning,storkoebenhavn,2008
1098,8607,312907,14576,105081,paedagog,undervisning,storkoebenhavn,2008
1099,0,312907,26956,105081,akademisk,kontor,storkoebenhavn,2008
1100,130,312907,26956,105081,ejendomsmaegler,kontor,storkoebenhavn,2008
1101,662,312907,26956,105081,ejendomsservice,kontor,storkoebenhavn,2008
1102,3762,312907,26956,105081,finans,kontor,storkoebenhavn,2008
1103,735,312907,26956,105081,indkoeb,kontor,storkoebenhavn,2008
1104,1202,312907,26956,105081,jura,kontor,storkoebenhavn,2008
1105,8600,312907,26956,105081,kontor,kontor,storkoebenhavn,2008
1106,1,312907,26956,105081,kontorkurser,kontor,storkoebenhavn,2008
1107,422,312907,26956,105081,kontorelev,kontor,storkoebenhavn,2008
1108,1000,312907,26956,105081,logistik,kontor,storkoebenhavn,2008
1109,1021,312907,26956,105081,offentlig,kontor,storkoebenhavn,2008
1110,321,312907,26956,105081,oversaettelse,kontor,storkoebenhavn,2008
1111,2785,312907,26956,105081,sekretaer,kontor,storkoebenhavn,2008
1112,8634,312907,26956,105081,oekonomi,kontor,storkoebenhavn,2008
1113,1317,312907,11589,105081,laege,social,storkoebenhavn,2008
1114,1070,312907,11589,105081,laegesekretaer,social,storkoebenhavn,2008
1115,3335,312907,11589,105081,pleje,social,storkoebenhavn,2008
1116,380,312907,11589,105081,psykologi,social,storkoebenhavn,2008
1117,934,312907,11589,105081,socialraadgivning,social,storkoebenhavn,2008
1118,222,312907,11589,105081,tandlaege,social,storkoebenhavn,2008
1119,221,312907,11589,105081,teknisksundhed,social,storkoebenhavn,2008
1120,628,312907,11589,105081,terapi,social,storkoebenhavn,2008
1121,1154,312907,9286,105081,elev,oevrige,storkoebenhavn,2008
1122,0,312907,9286,105081,forsvar,oevrige,storkoebenhavn,2008
1123,275,312907,9286,105081,frivilligt,oevrige,storkoebenhavn,2008
1124,4014,312907,9286,105081,student,oevrige,storkoebenhavn,2008
1125,49,312907,9286,105081,studiepraktik,oevrige,storkoebenhavn,2008
1126,3428,312907,9286,105081,oevrige,oevrige,storkoebenhavn,2008
1127,5,312907,9286,105081,kurseroevrige,oevrige,storkoebenhavn,2008
1128,35,312907,1537,23357,database,it,nordsjaelland,2008
1129,315,312907,1537,23357,itdrift,it,nordsjaelland,2008
1130,0,312907,1537,23357,itkurser,it,nordsjaelland,2008
1131,133,312907,1537,23357,itledelse,it,nordsjaelland,2008
1132,76,312907,1537,23357,internet,it,nordsjaelland,2008
1133,1006,312907,1537,23357,systemudvikling,it,nordsjaelland,2008
1134,16,312907,1537,23357,telekom,it,nordsjaelland,2008
1135,133,312907,1537,23357,virksomhedssystemer,it,nordsjaelland,2008
1136,457,312907,1773,23357,byggeteknik,ingenioer,nordsjaelland,2008
1137,332,312907,1773,23357,elektronik,ingenioer,nordsjaelland,2008
1138,375,312907,1773,23357,kemi,ingenioer,nordsjaelland,2008
1139,92,312907,1773,23357,teknikledelse,ingenioer,nordsjaelland,2008
1140,337,312907,1773,23357,maskiningenioer,ingenioer,nordsjaelland,2008
1141,229,312907,1773,23357,medicinal,ingenioer,nordsjaelland,2008
1142,329,312907,1773,23357,produktionsteknik,ingenioer,nordsjaelland,2008
1143,0,312907,1872,23357,detailledelse,ledelse,nordsjaelland,2008
1144,13,312907,1872,23357,freelancekonsulent,ledelse,nordsjaelland,2008
1145,0,312907,1872,23357,hrkurser,ledelse,nordsjaelland,2008
1146,133,312907,1872,23357,itledelse,ledelse,nordsjaelland,2008
1147,347,312907,1872,23357,institutions,ledelse,nordsjaelland,2008
1148,572,312907,1872,23357,leder,ledelse,nordsjaelland,2008
1149,92,312907,1872,23357,teknikledelse,ledelse,nordsjaelland,2008
1150,216,312907,1872,23357,personale,ledelse,nordsjaelland,2008
1151,369,312907,1872,23357,projektledelse,ledelse,nordsjaelland,2008
1152,109,312907,1872,23357,salgschef,ledelse,nordsjaelland,2008
1153,27,312907,1872,23357,topledelse,ledelse,nordsjaelland,2008
1154,0,312907,1872,23357,virksomhedsudvikling,ledelse,nordsjaelland,2008
1155,70,312907,1872,23357,oekonomichef,ledelse,nordsjaelland,2008
1156,137,312907,4876,23357,bud,handel,nordsjaelland,2008
1157,37,312907,4876,23357,boernepasning,handel,nordsjaelland,2008
1158,2574,312907,4876,23357,detailhandel,handel,nordsjaelland,2008
1159,171,312907,4876,23357,ejendomsservice,handel,nordsjaelland,2008
1160,64,312907,4876,23357,frisoer,handel,nordsjaelland,2008
1161,1257,312907,4876,23357,hotel,handel,nordsjaelland,2008
1162,474,312907,4876,23357,rengoering,handel,nordsjaelland,2008
1163,272,312907,4876,23357,service,handel,nordsjaelland,2008
1164,94,312907,4876,23357,sikkerhed,handel,nordsjaelland,2008
1165,176,312907,2632,23357,blik,industri,nordsjaelland,2008
1166,252,312907,2632,23357,byggeri,industri,nordsjaelland,2008
1167,253,312907,2632,23357,elektriker,industri,nordsjaelland,2008
1168,364,312907,2632,23357,industri,industri,nordsjaelland,2008
1169,315,312907,2632,23357,jern,industri,nordsjaelland,2008
1170,300,312907,2632,23357,lager,industri,nordsjaelland,2008
1171,155,312907,2632,23357,landbrug,industri,nordsjaelland,2008
1172,58,312907,2632,23357,maling,industri,nordsjaelland,2008
1173,222,312907,2632,23357,mekanik,industri,nordsjaelland,2008
1174,178,312907,2632,23357,naeringsmiddel,industri,nordsjaelland,2008
1175,52,312907,2632,23357,tekstil,industri,nordsjaelland,2008
1176,403,312907,2632,23357,transport,industri,nordsjaelland,2008
1177,23,312907,2632,23357,traeindustri,industri,nordsjaelland,2008
1178,127,312907,2632,23357,toemrer,industri,nordsjaelland,2008
1179,29,312907,1539,23357,design,salg,nordsjaelland,2008
1180,41,312907,1539,23357,ejendomsmaegler,salg,nordsjaelland,2008
1181,110,312907,1539,23357,grafisk,salg,nordsjaelland,2008
