,n_jobtype_area_,n_year,n_sektor_area,n_area,jobtype,sektor,area,year
983,1180,255002,20794,229225,landbrug,industri,danmark,2014
984,441,255002,20794,229225,maling,industri,danmark,2014
985,2448,255002,20794,229225,mekanik,industri,danmark,2014
986,1609,255002,20794,229225,naeringsmiddel,industri,danmark,2014
987,328,255002,20794,229225,tekstil,industri,danmark,2014
988,3033,255002,20794,229225,transport,industri,danmark,2014
989,432,255002,20794,229225,traeindustri,industri,danmark,2014
990,1167,255002,20794,229225,toemrer,industri,danmark,2014
991,322,255002,23008,229225,design,salg,danmark,2014
992,626,255002,23008,229225,ejendomsmaegler,salg,danmark,2014
993,783,255002,23008,229225,grafisk,salg,danmark,2014
994,2202,255002,23008,229225,kommunikation,salg,danmark,2014
995,1268,255002,23008,229225,kultur,salg,danmark,2014
996,3558,255002,23008,229225,marketing,salg,danmark,2014
997,11806,255002,23008,229225,salg,salg,danmark,2014
998,142,255002,23008,229225,salgskurser,salg,danmark,2014
999,68,255002,23008,229225,franchise,salg,danmark,2014
1000,1779,255002,23008,229225,telemarketing,salg,danmark,2014
1001,393,255002,36243,229225,bibliotek,undervisning,danmark,2014
1002,8661,255002,36243,229225,forskning,undervisning,danmark,2014
1003,10434,255002,36243,229225,laerer,undervisning,danmark,2014
1004,14688,255002,36243,229225,paedagog,undervisning,danmark,2014
1005,0,255002,38242,229225,akademisk,kontor,danmark,2014
1006,626,255002,38242,229225,ejendomsmaegler,kontor,danmark,2014
1007,914,255002,38242,229225,ejendomsservice,kontor,danmark,2014
1008,4492,255002,38242,229225,finans,kontor,danmark,2014
1009,1877,255002,38242,229225,indkoeb,kontor,danmark,2014
1010,1998,255002,38242,229225,jura,kontor,danmark,2014
1011,11480,255002,38242,229225,kontor,kontor,danmark,2014
1012,294,255002,38242,229225,kontorkurser,kontor,danmark,2014
1013,1413,255002,38242,229225,kontorelev,kontor,danmark,2014
1014,2328,255002,38242,229225,logistik,kontor,danmark,2014
1015,3595,255002,38242,229225,offentlig,kontor,danmark,2014
1016,815,255002,38242,229225,oversaettelse,kontor,danmark,2014
1017,2260,255002,38242,229225,sekretaer,kontor,danmark,2014
1018,9991,255002,38242,229225,oekonomi,kontor,danmark,2014
1019,5380,255002,38622,229225,laege,social,danmark,2014
1020,2117,255002,38622,229225,laegesekretaer,social,danmark,2014
1021,10436,255002,38622,229225,pleje,social,danmark,2014
1022,1501,255002,38622,229225,psykologi,social,danmark,2014
1023,2970,255002,38622,229225,socialraadgivning,social,danmark,2014
1024,1156,255002,38622,229225,tandlaege,social,danmark,2014
1025,352,255002,38622,229225,teknisksundhed,social,danmark,2014
1026,2712,255002,38622,229225,terapi,social,danmark,2014
1027,3232,255002,29772,229225,elev,oevrige,danmark,2014
1028,0,255002,29772,229225,forsvar,oevrige,danmark,2014
1029,5587,255002,29772,229225,frivilligt,oevrige,danmark,2014
1030,7050,255002,29772,229225,student,oevrige,danmark,2014
1031,3395,255002,29772,229225,studiepraktik,oevrige,danmark,2014
1032,9164,255002,29772,229225,oevrige,oevrige,danmark,2014
1033,152,255002,29772,229225,kurseroevrige,oevrige,danmark,2014
1034,648,307829,15327,104124,database,it,storkoebenhavn,2015
1035,2354,307829,15327,104124,itdrift,it,storkoebenhavn,2015
1036,238,307829,15327,104124,itkurser,it,storkoebenhavn,2015
1037,1655,307829,15327,104124,itledelse,it,storkoebenhavn,2015
1038,1130,307829,15327,104124,internet,it,storkoebenhavn,2015
1039,10497,307829,15327,104124,systemudvikling,it,storkoebenhavn,2015
1040,265,307829,15327,104124,telekom,it,storkoebenhavn,2015
1041,1707,307829,15327,104124,virksomhedssystemer,it,storkoebenhavn,2015
1042,1974,307829,8664,104124,byggeteknik,ingenioer,storkoebenhavn,2015
1043,1179,307829,8664,104124,elektronik,ingenioer,storkoebenhavn,2015
1044,2528,307829,8664,104124,kemi,ingenioer,storkoebenhavn,2015
1045,855,307829,8664,104124,teknikledelse,ingenioer,storkoebenhavn,2015
1046,1358,307829,8664,104124,maskiningenioer,ingenioer,storkoebenhavn,2015
1047,2467,307829,8664,104124,medicinal,ingenioer,storkoebenhavn,2015
1048,2365,307829,8664,104124,produktionsteknik,ingenioer,storkoebenhavn,2015
1049,0,307829,11687,104124,detailledelse,ledelse,storkoebenhavn,2015
1050,332,307829,11687,104124,freelancekonsulent,ledelse,storkoebenhavn,2015
1051,82,307829,11687,104124,hrkurser,ledelse,storkoebenhavn,2015
1052,1655,307829,11687,104124,itledelse,ledelse,storkoebenhavn,2015
1053,544,307829,11687,104124,institutions,ledelse,storkoebenhavn,2015
1054,2704,307829,11687,104124,leder,ledelse,storkoebenhavn,2015
1055,855,307829,11687,104124,teknikledelse,ledelse,storkoebenhavn,2015
1056,1478,307829,11687,104124,personale,ledelse,storkoebenhavn,2015
1057,4658,307829,11687,104124,projektledelse,ledelse,storkoebenhavn,2015
1058,775,307829,11687,104124,salgschef,ledelse,storkoebenhavn,2015
1059,136,307829,11687,104124,topledelse,ledelse,storkoebenhavn,2015
1060,0,307829,11687,104124,virksomhedsudvikling,ledelse,storkoebenhavn,2015
1061,389,307829,11687,104124,oekonomichef,ledelse,storkoebenhavn,2015
1062,222,307829,11830,104124,bud,handel,storkoebenhavn,2015
1063,162,307829,11830,104124,boernepasning,handel,storkoebenhavn,2015
1064,6175,307829,11830,104124,detailhandel,handel,storkoebenhavn,2015
1065,588,307829,11830,104124,ejendomsservice,handel,storkoebenhavn,2015
1066,208,307829,11830,104124,frisoer,handel,storkoebenhavn,2015
1067,3605,307829,11830,104124,hotel,handel,storkoebenhavn,2015
1068,889,307829,11830,104124,rengoering,handel,storkoebenhavn,2015
1069,523,307829,11830,104124,service,handel,storkoebenhavn,2015
1070,417,307829,11830,104124,sikkerhed,handel,storkoebenhavn,2015
1071,578,307829,6838,104124,blik,industri,storkoebenhavn,2015
1072,681,307829,6838,104124,byggeri,industri,storkoebenhavn,2015
1073,1133,307829,6838,104124,elektriker,industri,storkoebenhavn,2015
1074,424,307829,6838,104124,industri,industri,storkoebenhavn,2015
1075,448,307829,6838,104124,jern,industri,storkoebenhavn,2015
1076,737,307829,6838,104124,lager,industri,storkoebenhavn,2015
1077,378,307829,6838,104124,landbrug,industri,storkoebenhavn,2015
1078,334,307829,6838,104124,maling,industri,storkoebenhavn,2015
1079,893,307829,6838,104124,mekanik,industri,storkoebenhavn,2015
1080,763,307829,6838,104124,naeringsmiddel,industri,storkoebenhavn,2015
1081,180,307829,6838,104124,tekstil,industri,storkoebenhavn,2015
1082,1226,307829,6838,104124,transport,industri,storkoebenhavn,2015
1083,202,307829,6838,104124,traeindustri,industri,storkoebenhavn,2015
1084,577,307829,6838,104124,toemrer,industri,storkoebenhavn,2015
1085,198,307829,12351,104124,design,salg,storkoebenhavn,2015
1086,428,307829,12351,104124,ejendomsmaegler,salg,storkoebenhavn,2015
1087,390,307829,12351,104124,grafisk,salg,storkoebenhavn,2015
1088,1459,307829,12351,104124,kommunikation,salg,storkoebenhavn,2015
1089,437,307829,12351,104124,kultur,salg,storkoebenhavn,2015
1090,2362,307829,12351,104124,marketing,salg,storkoebenhavn,2015
1091,6622,307829,12351,104124,salg,salg,storkoebenhavn,2015
1092,67,307829,12351,104124,salgskurser,salg,storkoebenhavn,2015
1093,46,307829,12351,104124,franchise,salg,storkoebenhavn,2015
1094,885,307829,12351,104124,telemarketing,salg,storkoebenhavn,2015
1095,261,307829,15208,104124,bibliotek,undervisning,storkoebenhavn,2015
1096,5633,307829,15208,104124,forskning,undervisning,storkoebenhavn,2015
1097,2766,307829,15208,104124,laerer,undervisning,storkoebenhavn,2015
1098,6147,307829,15208,104124,paedagog,undervisning,storkoebenhavn,2015
1099,0,307829,22115,104124,akademisk,kontor,storkoebenhavn,2015
1100,428,307829,22115,104124,ejendomsmaegler,kontor,storkoebenhavn,2015
1101,588,307829,22115,104124,ejendomsservice,kontor,storkoebenhavn,2015
1102,3593,307829,22115,104124,finans,kontor,storkoebenhavn,2015
1103,910,307829,22115,104124,indkoeb,kontor,storkoebenhavn,2015
1104,1611,307829,22115,104124,jura,kontor,storkoebenhavn,2015
1105,7342,307829,22115,104124,kontor,kontor,storkoebenhavn,2015
1106,235,307829,22115,104124,kontorkurser,kontor,storkoebenhavn,2015
1107,533,307829,22115,104124,kontorelev,kontor,storkoebenhavn,2015
1108,1147,307829,22115,104124,logistik,kontor,storkoebenhavn,2015
1109,1952,307829,22115,104124,offentlig,kontor,storkoebenhavn,2015
1110,439,307829,22115,104124,oversaettelse,kontor,storkoebenhavn,2015
1111,1179,307829,22115,104124,sekretaer,kontor,storkoebenhavn,2015
1112,6178,307829,22115,104124,oekonomi,kontor,storkoebenhavn,2015
1113,1953,307829,13638,104124,laege,social,storkoebenhavn,2015
1114,514,307829,13638,104124,laegesekretaer,social,storkoebenhavn,2015
1115,3776,307829,13638,104124,pleje,social,storkoebenhavn,2015
1116,636,307829,13638,104124,psykologi,social,storkoebenhavn,2015
1117,1034,307829,13638,104124,socialraadgivning,social,storkoebenhavn,2015
1118,419,307829,13638,104124,tandlaege,social,storkoebenhavn,2015
1119,224,307829,13638,104124,teknisksundhed,social,storkoebenhavn,2015
1120,873,307829,13638,104124,terapi,social,storkoebenhavn,2015
1121,620,307829,12253,104124,elev,oevrige,storkoebenhavn,2015
1122,0,307829,12253,104124,forsvar,oevrige,storkoebenhavn,2015
1123,2409,307829,12253,104124,frivilligt,oevrige,storkoebenhavn,2015
1124,3815,307829,12253,104124,student,oevrige,storkoebenhavn,2015
1125,1410,307829,12253,104124,studiepraktik,oevrige,storkoebenhavn,2015
1126,3517,307829,12253,104124,oevrige,oevrige,storkoebenhavn,2015
1127,86,307829,12253,104124,kurseroevrige,oevrige,storkoebenhavn,2015
1128,78,307829,1174,17475,database,it,nordsjaelland,2015
1129,224,307829,1174,17475,itdrift,it,nordsjaelland,2015
1130,0,307829,1174,17475,itkurser,it,nordsjaelland,2015
1131,135,307829,1174,17475,itledelse,it,nordsjaelland,2015
1132,130,307829,1174,17475,internet,it,nordsjaelland,2015
1133,717,307829,1174,17475,systemudvikling,it,nordsjaelland,2015
1134,26,307829,1174,17475,telekom,it,nordsjaelland,2015
1135,201,307829,1174,17475,virksomhedssystemer,it,nordsjaelland,2015
1136,346,307829,1889,17475,byggeteknik,ingenioer,nordsjaelland,2015
1137,318,307829,1889,17475,elektronik,ingenioer,nordsjaelland,2015
1138,553,307829,1889,17475,kemi,ingenioer,nordsjaelland,2015
1139,169,307829,1889,17475,teknikledelse,ingenioer,nordsjaelland,2015
1140,362,307829,1889,17475,maskiningenioer,ingenioer,nordsjaelland,2015
1141,510,307829,1889,17475,medicinal,ingenioer,nordsjaelland,2015
1142,585,307829,1889,17475,produktionsteknik,ingenioer,nordsjaelland,2015
1143,0,307829,1675,17475,detailledelse,ledelse,nordsjaelland,2015
1144,65,307829,1675,17475,freelancekonsulent,ledelse,nordsjaelland,2015
1145,7,307829,1675,17475,hrkurser,ledelse,nordsjaelland,2015
1146,135,307829,1675,17475,itledelse,ledelse,nordsjaelland,2015
1147,141,307829,1675,17475,institutions,ledelse,nordsjaelland,2015
1148,504,307829,1675,17475,leder,ledelse,nordsjaelland,2015
1149,169,307829,1675,17475,teknikledelse,ledelse,nordsjaelland,2015
1150,160,307829,1675,17475,personale,ledelse,nordsjaelland,2015
1151,562,307829,1675,17475,projektledelse,ledelse,nordsjaelland,2015
1152,90,307829,1675,17475,salgschef,ledelse,nordsjaelland,2015
1153,12,307829,1675,17475,topledelse,ledelse,nordsjaelland,2015
1154,0,307829,1675,17475,virksomhedsudvikling,ledelse,nordsjaelland,2015
1155,46,307829,1675,17475,oekonomichef,ledelse,nordsjaelland,2015
1156,68,307829,2789,17475,bud,handel,nordsjaelland,2015
1157,21,307829,2789,17475,boernepasning,handel,nordsjaelland,2015
1158,1663,307829,2789,17475,detailhandel,handel,nordsjaelland,2015
1159,107,307829,2789,17475,ejendomsservice,handel,nordsjaelland,2015
1160,41,307829,2789,17475,frisoer,handel,nordsjaelland,2015
1161,608,307829,2789,17475,hotel,handel,nordsjaelland,2015
1162,257,307829,2789,17475,rengoering,handel,nordsjaelland,2015
1163,126,307829,2789,17475,service,handel,nordsjaelland,2015
1164,50,307829,2789,17475,sikkerhed,handel,nordsjaelland,2015
1165,108,307829,1564,17475,blik,industri,nordsjaelland,2015
1166,151,307829,1564,17475,byggeri,industri,nordsjaelland,2015
1167,189,307829,1564,17475,elektriker,industri,nordsjaelland,2015
1168,148,307829,1564,17475,industri,industri,nordsjaelland,2015
1169,145,307829,1564,17475,jern,industri,nordsjaelland,2015
1170,139,307829,1564,17475,lager,industri,nordsjaelland,2015
1171,121,307829,1564,17475,landbrug,industri,nordsjaelland,2015
1172,57,307829,1564,17475,maling,industri,nordsjaelland,2015
1173,259,307829,1564,17475,mekanik,industri,nordsjaelland,2015
1174,209,307829,1564,17475,naeringsmiddel,industri,nordsjaelland,2015
1175,30,307829,1564,17475,tekstil,industri,nordsjaelland,2015
1176,131,307829,1564,17475,transport,industri,nordsjaelland,2015
1177,46,307829,1564,17475,traeindustri,industri,nordsjaelland,2015
1178,131,307829,1564,17475,toemrer,industri,nordsjaelland,2015
1179,25,307829,1387,17475,design,salg,nordsjaelland,2015
1180,91,307829,1387,17475,ejendomsmaegler,salg,nordsjaelland,2015
1181,43,307829,1387,17475,grafisk,salg,nordsjaelland,2015
1182,120,307829,1387,17475,kommunikation,salg,nordsjaelland,2015
1183,96,307829,1387,17475,kultur,salg,nordsjaelland,2015
1184,253,307829,1387,17475,marketing,salg,nordsjaelland,2015
1185,734,307829,1387,17475,salg,salg,nordsjaelland,2015
1186,7,307829,1387,17475,salgskurser,salg,nordsjaelland,2015
1187,2,307829,1387,17475,franchise,salg,nordsjaelland,2015
1188,76,307829,1387,17475,telemarketing,salg,nordsjaelland,2015
1189,58,307829,3538,17475,bibliotek,undervisning,nordsjaelland,2015
1190,1061,307829,3538,17475,forskning,undervisning,nordsjaelland,2015
1191,855,307829,3538,17475,laerer,undervisning,nordsjaelland,2015
1192,1500,307829,3538,17475,paedagog,undervisning,nordsjaelland,2015
1193,0,307829,2691,17475,akademisk,kontor,nordsjaelland,2015
1194,91,307829,2691,17475,ejendomsmaegler,kontor,nordsjaelland,2015
1195,107,307829,2691,17475,ejendomsservice,kontor,nordsjaelland,2015
1196,385,307829,2691,17475,finans,kontor,nordsjaelland,2015
1197,123,307829,2691,17475,indkoeb,kontor,nordsjaelland,2015
1198,124,307829,2691,17475,jura,kontor,nordsjaelland,2015
1199,774,307829,2691,17475,kontor,kontor,nordsjaelland,2015
1200,7,307829,2691,17475,kontorkurser,kontor,nordsjaelland,2015
1201,80,307829,2691,17475,kontorelev,kontor,nordsjaelland,2015
1202,126,307829,2691,17475,logistik,kontor,nordsjaelland,2015
1203,423,307829,2691,17475,offentlig,kontor,nordsjaelland,2015
1204,82,307829,2691,17475,oversaettelse,kontor,nordsjaelland,2015
1205,173,307829,2691,17475,sekretaer,kontor,nordsjaelland,2015
1206,718,307829,2691,17475,oekonomi,kontor,nordsjaelland,2015
1207,232,307829,3286,17475,laege,social,nordsjaelland,2015
1208,72,307829,3286,17475,laegesekretaer,social,nordsjaelland,2015
1209,1410,307829,3286,17475,pleje,social,nordsjaelland,2015
1210,103,307829,3286,17475,psykologi,social,nordsjaelland,2015
1211,320,307829,3286,17475,socialraadgivning,social,nordsjaelland,2015
1212,78,307829,3286,17475,tandlaege,social,nordsjaelland,2015
1213,42,307829,3286,17475,teknisksundhed,social,nordsjaelland,2015
1214,221,307829,3286,17475,terapi,social,nordsjaelland,2015
1215,131,307829,1541,17475,elev,oevrige,nordsjaelland,2015
1216,0,307829,1541,17475,forsvar,oevrige,nordsjaelland,2015
1217,407,307829,1541,17475,frivilligt,oevrige,nordsjaelland,2015
1218,363,307829,1541,17475,student,oevrige,nordsjaelland,2015
1219,97,307829,1541,17475,studiepraktik,oevrige,nordsjaelland,2015
1220,474,307829,1541,17475,oevrige,oevrige,nordsjaelland,2015
1221,6,307829,1541,17475,kurseroevrige,oevrige,nordsjaelland,2015
1222,45,307829,812,24180,database,it,region-sjaelland,2015
1223,260,307829,812,24180,itdrift,it,region-sjaelland,2015
1224,48,307829,812,24180,itkurser,it,region-sjaelland,2015
1225,92,307829,812,24180,itledelse,it,region-sjaelland,2015
1226,74,307829,812,24180,internet,it,region-sjaelland,2015
1227,390,307829,812,24180,systemudvikling,it,region-sjaelland,2015
1228,32,307829,812,24180,telekom,it,region-sjaelland,2015
1229,88,307829,812,24180,virksomhedssystemer,it,region-sjaelland,2015
1230,498,307829,2079,24180,byggeteknik,ingenioer,region-sjaelland,2015
1231,288,307829,2079,24180,elektronik,ingenioer,region-sjaelland,2015
1232,501,307829,2079,24180,kemi,ingenioer,region-sjaelland,2015
1233,213,307829,2079,24180,teknikledelse,ingenioer,region-sjaelland,2015
1234,395,307829,2079,24180,maskiningenioer,ingenioer,region-sjaelland,2015
1235,485,307829,2079,24180,medicinal,ingenioer,region-sjaelland,2015
1236,706,307829,2079,24180,produktionsteknik,ingenioer,region-sjaelland,2015
1237,0,307829,2092,24180,detailledelse,ledelse,region-sjaelland,2015
1238,101,307829,2092,24180,freelancekonsulent,ledelse,region-sjaelland,2015
1239,1,307829,2092,24180,hrkurser,ledelse,region-sjaelland,2015
1240,92,307829,2092,24180,itledelse,ledelse,region-sjaelland,2015
1241,253,307829,2092,24180,institutions,ledelse,region-sjaelland,2015
1242,741,307829,2092,24180,leder,ledelse,region-sjaelland,2015
1243,213,307829,2092,24180,teknikledelse,ledelse,region-sjaelland,2015
1244,193,307829,2092,24180,personale,ledelse,region-sjaelland,2015
1245,565,307829,2092,24180,projektledelse,ledelse,region-sjaelland,2015
1246,125,307829,2092,24180,salgschef,ledelse,region-sjaelland,2015
1247,31,307829,2092,24180,topledelse,ledelse,region-sjaelland,2015
1248,0,307829,2092,24180,virksomhedsudvikling,ledelse,region-sjaelland,2015
1249,57,307829,2092,24180,oekonomichef,ledelse,region-sjaelland,2015
1250,60,307829,3692,24180,bud,handel,region-sjaelland,2015
1251,60,307829,3692,24180,boernepasning,handel,region-sjaelland,2015
1252,1971,307829,3692,24180,detailhandel,handel,region-sjaelland,2015
1253,112,307829,3692,24180,ejendomsservice,handel,region-sjaelland,2015
1254,84,307829,3692,24180,frisoer,handel,region-sjaelland,2015
1255,799,307829,3692,24180,hotel,handel,region-sjaelland,2015
1256,557,307829,3692,24180,rengoering,handel,region-sjaelland,2015
1257,164,307829,3692,24180,service,handel,region-sjaelland,2015
1258,89,307829,3692,24180,sikkerhed,handel,region-sjaelland,2015
1259,222,307829,3245,24180,blik,industri,region-sjaelland,2015
1260,387,307829,3245,24180,byggeri,industri,region-sjaelland,2015
1261,434,307829,3245,24180,elektriker,industri,region-sjaelland,2015
1262,294,307829,3245,24180,industri,industri,region-sjaelland,2015
1263,271,307829,3245,24180,jern,industri,region-sjaelland,2015
1264,266,307829,3245,24180,lager,industri,region-sjaelland,2015
1265,185,307829,3245,24180,landbrug,industri,region-sjaelland,2015
1266,62,307829,3245,24180,maling,industri,region-sjaelland,2015
1267,445,307829,3245,24180,mekanik,industri,region-sjaelland,2015
1268,253,307829,3245,24180,naeringsmiddel,industri,region-sjaelland,2015
1269,49,307829,3245,24180,tekstil,industri,region-sjaelland,2015
1270,602,307829,3245,24180,transport,industri,region-sjaelland,2015
1271,71,307829,3245,24180,traeindustri,industri,region-sjaelland,2015
1272,283,307829,3245,24180,toemrer,industri,region-sjaelland,2015
1273,37,307829,2230,24180,design,salg,region-sjaelland,2015
1274,149,307829,2230,24180,ejendomsmaegler,salg,region-sjaelland,2015
1275,60,307829,2230,24180,grafisk,salg,region-sjaelland,2015
1276,120,307829,2230,24180,kommunikation,salg,region-sjaelland,2015
1277,178,307829,2230,24180,kultur,salg,region-sjaelland,2015
1278,141,307829,2230,24180,marketing,salg,region-sjaelland,2015
1279,1464,307829,2230,24180,salg,salg,region-sjaelland,2015
1280,1,307829,2230,24180,salgskurser,salg,region-sjaelland,2015
1281,34,307829,2230,24180,franchise,salg,region-sjaelland,2015
1282,111,307829,2230,24180,telemarketing,salg,region-sjaelland,2015
1283,63,307829,3972,24180,bibliotek,undervisning,region-sjaelland,2015
1284,370,307829,3972,24180,forskning,undervisning,region-sjaelland,2015
1285,1562,307829,3972,24180,laerer,undervisning,region-sjaelland,2015
1286,1767,307829,3972,24180,paedagog,undervisning,region-sjaelland,2015
1287,0,307829,3217,24180,akademisk,kontor,region-sjaelland,2015
1288,149,307829,3217,24180,ejendomsmaegler,kontor,region-sjaelland,2015
1289,112,307829,3217,24180,ejendomsservice,kontor,region-sjaelland,2015
1290,403,307829,3217,24180,finans,kontor,region-sjaelland,2015
1291,118,307829,3217,24180,indkoeb,kontor,region-sjaelland,2015
1292,134,307829,3217,24180,jura,kontor,region-sjaelland,2015
1293,1049,307829,3217,24180,kontor,kontor,region-sjaelland,2015
1294,1,307829,3217,24180,kontorkurser,kontor,region-sjaelland,2015
1295,148,307829,3217,24180,kontorelev,kontor,region-sjaelland,2015
1296,157,307829,3217,24180,logistik,kontor,region-sjaelland,2015
1297,535,307829,3217,24180,offentlig,kontor,region-sjaelland,2015
1298,70,307829,3217,24180,oversaettelse,kontor,region-sjaelland,2015
1299,177,307829,3217,24180,sekretaer,kontor,region-sjaelland,2015
1300,684,307829,3217,24180,oekonomi,kontor,region-sjaelland,2015
1301,788,307829,5624,24180,laege,social,region-sjaelland,2015
1302,200,307829,5624,24180,laegesekretaer,social,region-sjaelland,2015
1303,1808,307829,5624,24180,pleje,social,region-sjaelland,2015
1304,232,307829,5624,24180,psykologi,social,region-sjaelland,2015
1305,482,307829,5624,24180,socialraadgivning,social,region-sjaelland,2015
1306,144,307829,5624,24180,tandlaege,social,region-sjaelland,2015
1307,76,307829,5624,24180,teknisksundhed,social,region-sjaelland,2015
1308,362,307829,5624,24180,terapi,social,region-sjaelland,2015
1309,314,307829,2564,24180,elev,oevrige,region-sjaelland,2015
1310,0,307829,2564,24180,forsvar,oevrige,region-sjaelland,2015
1311,772,307829,2564,24180,frivilligt,oevrige,region-sjaelland,2015
1312,290,307829,2564,24180,student,oevrige,region-sjaelland,2015
1313,105,307829,2564,24180,studiepraktik,oevrige,region-sjaelland,2015
1314,972,307829,2564,24180,oevrige,oevrige,region-sjaelland,2015
1315,2,307829,2564,24180,kurseroevrige,oevrige,region-sjaelland,2015
1316,41,307829,753,15579,database,it,fyn,2015
1317,181,307829,753,15579,itdrift,it,fyn,2015
1318,48,307829,753,15579,itkurser,it,fyn,2015
1319,68,307829,753,15579,itledelse,it,fyn,2015
1320,88,307829,753,15579,internet,it,fyn,2015
1321,431,307829,753,15579,systemudvikling,it,fyn,2015
1322,29,307829,753,15579,telekom,it,fyn,2015
1323,98,307829,753,15579,virksomhedssystemer,it,fyn,2015
1324,285,307829,1006,15579,byggeteknik,ingenioer,fyn,2015
1325,187,307829,1006,15579,elektronik,ingenioer,fyn,2015
1326,153,307829,1006,15579,kemi,ingenioer,fyn,2015
1327,112,307829,1006,15579,teknikledelse,ingenioer,fyn,2015
1328,292,307829,1006,15579,maskiningenioer,ingenioer,fyn,2015
1329,100,307829,1006,15579,medicinal,ingenioer,fyn,2015
1330,254,307829,1006,15579,produktionsteknik,ingenioer,fyn,2015
1331,0,307829,1385,15579,detailledelse,ledelse,fyn,2015
1332,76,307829,1385,15579,freelancekonsulent,ledelse,fyn,2015
1333,2,307829,1385,15579,hrkurser,ledelse,fyn,2015
1334,68,307829,1385,15579,itledelse,ledelse,fyn,2015
1335,148,307829,1385,15579,institutions,ledelse,fyn,2015
1336,514,307829,1385,15579,leder,ledelse,fyn,2015
1337,112,307829,1385,15579,teknikledelse,ledelse,fyn,2015
1338,127,307829,1385,15579,personale,ledelse,fyn,2015
1339,373,307829,1385,15579,projektledelse,ledelse,fyn,2015
1340,89,307829,1385,15579,salgschef,ledelse,fyn,2015
1341,22,307829,1385,15579,topledelse,ledelse,fyn,2015
1342,0,307829,1385,15579,virksomhedsudvikling,ledelse,fyn,2015
1343,64,307829,1385,15579,oekonomichef,ledelse,fyn,2015
1344,33,307829,2515,15579,bud,handel,fyn,2015
1345,63,307829,2515,15579,boernepasning,handel,fyn,2015
1346,1064,307829,2515,15579,detailhandel,handel,fyn,2015
1347,83,307829,2515,15579,ejendomsservice,handel,fyn,2015
1348,74,307829,2515,15579,frisoer,handel,fyn,2015
1349,657,307829,2515,15579,hotel,handel,fyn,2015
1350,548,307829,2515,15579,rengoering,handel,fyn,2015
1351,105,307829,2515,15579,service,handel,fyn,2015
1352,65,307829,2515,15579,sikkerhed,handel,fyn,2015
1353,117,307829,1892,15579,blik,industri,fyn,2015
1354,174,307829,1892,15579,byggeri,industri,fyn,2015
1355,285,307829,1892,15579,elektriker,industri,fyn,2015
1356,196,307829,1892,15579,industri,industri,fyn,2015
1357,216,307829,1892,15579,jern,industri,fyn,2015
1358,183,307829,1892,15579,lager,industri,fyn,2015
1359,140,307829,1892,15579,landbrug,industri,fyn,2015
1360,53,307829,1892,15579,maling,industri,fyn,2015
1361,228,307829,1892,15579,mekanik,industri,fyn,2015
1362,202,307829,1892,15579,naeringsmiddel,industri,fyn,2015
1363,35,307829,1892,15579,tekstil,industri,fyn,2015
1364,280,307829,1892,15579,transport,industri,fyn,2015
1365,50,307829,1892,15579,traeindustri,industri,fyn,2015
1366,112,307829,1892,15579,toemrer,industri,fyn,2015
1367,40,307829,1915,15579,design,salg,fyn,2015
1368,54,307829,1915,15579,ejendomsmaegler,salg,fyn,2015
1369,59,307829,1915,15579,grafisk,salg,fyn,2015
1370,107,307829,1915,15579,kommunikation,salg,fyn,2015
1371,123,307829,1915,15579,kultur,salg,fyn,2015
1372,152,307829,1915,15579,marketing,salg,fyn,2015
1373,1294,307829,1915,15579,salg,salg,fyn,2015
1374,2,307829,1915,15579,salgskurser,salg,fyn,2015
1375,36,307829,1915,15579,franchise,salg,fyn,2015
1376,137,307829,1915,15579,telemarketing,salg,fyn,2015
1377,32,307829,2466,15579,bibliotek,undervisning,fyn,2015
1378,641,307829,2466,15579,forskning,undervisning,fyn,2015
1379,751,307829,2466,15579,laerer,undervisning,fyn,2015
1380,891,307829,2466,15579,paedagog,undervisning,fyn,2015
1381,0,307829,2016,15579,akademisk,kontor,fyn,2015
1382,54,307829,2016,15579,ejendomsmaegler,kontor,fyn,2015
1383,83,307829,2016,15579,ejendomsservice,kontor,fyn,2015
1384,231,307829,2016,15579,finans,kontor,fyn,2015
1385,116,307829,2016,15579,indkoeb,kontor,fyn,2015
1386,79,307829,2016,15579,jura,kontor,fyn,2015
1387,575,307829,2016,15579,kontor,kontor,fyn,2015
1388,3,307829,2016,15579,kontorkurser,kontor,fyn,2015
1389,90,307829,2016,15579,kontorelev,kontor,fyn,2015
1390,100,307829,2016,15579,logistik,kontor,fyn,2015
1391,329,307829,2016,15579,offentlig,kontor,fyn,2015
1392,54,307829,2016,15579,oversaettelse,kontor,fyn,2015
1393,145,307829,2016,15579,sekretaer,kontor,fyn,2015
1394,463,307829,2016,15579,oekonomi,kontor,fyn,2015
1395,322,307829,2881,15579,laege,social,fyn,2015
1396,193,307829,2881,15579,laegesekretaer,social,fyn,2015
1397,779,307829,2881,15579,pleje,social,fyn,2015
1398,101,307829,2881,15579,psykologi,social,fyn,2015
1399,246,307829,2881,15579,socialraadgivning,social,fyn,2015
1400,99,307829,2881,15579,tandlaege,social,fyn,2015
1401,52,307829,2881,15579,teknisksundhed,social,fyn,2015
1402,168,307829,2881,15579,terapi,social,fyn,2015
1403,236,307829,2289,15579,elev,oevrige,fyn,2015
1404,0,307829,2289,15579,forsvar,oevrige,fyn,2015
