,year,area,sektor,jobtype,n_jobtype_area_,n_sektor_area,n_area,n_year
8779,2015,region-midtjylland,industri,blik,392,6216,50044,307829
8780,2015,region-midtjylland,industri,byggeri,587,6216,50044,307829
8781,2015,region-midtjylland,industri,elektriker,839,6216,50044,307829
8782,2015,region-midtjylland,industri,industri,601,6216,50044,307829
8783,2015,region-midtjylland,industri,jern,731,6216,50044,307829
8784,2015,region-midtjylland,industri,lager,474,6216,50044,307829
8785,2015,region-midtjylland,industri,landbrug,446,6216,50044,307829
8786,2015,region-midtjylland,industri,maling,211,6216,50044,307829
8787,2015,region-midtjylland,industri,mekanik,876,6216,50044,307829
8788,2015,region-midtjylland,industri,naeringsmiddel,589,6216,50044,307829
8789,2015,region-midtjylland,industri,tekstil,162,6216,50044,307829
8790,2015,region-midtjylland,industri,transport,977,6216,50044,307829
8791,2015,region-midtjylland,industri,traeindustri,269,6216,50044,307829
8792,2015,region-midtjylland,industri,toemrer,371,6216,50044,307829
8793,2015,region-midtjylland,salg,design,166,5596,50044,307829
8795,2015,region-midtjylland,salg,grafisk,265,5596,50044,307829
8796,2015,region-midtjylland,salg,kommunikation,346,5596,50044,307829
8797,2015,region-midtjylland,salg,kultur,416,5596,50044,307829
8798,2015,region-midtjylland,salg,marketing,666,5596,50044,307829
8799,2015,region-midtjylland,salg,salg,3248,5596,50044,307829
8800,2015,region-midtjylland,salg,salgskurser,8,5596,50044,307829
8801,2015,region-midtjylland,salg,franchise,56,5596,50044,307829
8802,2015,region-midtjylland,salg,telemarketing,481,5596,50044,307829
8803,2015,region-midtjylland,undervisning,bibliotek,128,7524,50044,307829
8804,2015,region-midtjylland,undervisning,forskning,1642,7524,50044,307829
8805,2015,region-midtjylland,undervisning,laerer,2158,7524,50044,307829
8806,2015,region-midtjylland,undervisning,paedagog,3229,7524,50044,307829
8807,2015,region-midtjylland,kontor,akademisk,0,7568,50044,307829
8808,2015,region-midtjylland,kontor,ejendomsmaegler,216,7568,50044,307829
8809,2015,region-midtjylland,kontor,ejendomsservice,232,7568,50044,307829
8810,2015,region-midtjylland,kontor,finans,775,7568,50044,307829
8811,2015,region-midtjylland,kontor,indkoeb,557,7568,50044,307829
8812,2015,region-midtjylland,kontor,jura,301,7568,50044,307829
8813,2015,region-midtjylland,kontor,kontor,2445,7568,50044,307829
8814,2015,region-midtjylland,kontor,kontorkurser,45,7568,50044,307829
8815,2015,region-midtjylland,kontor,kontorelev,400,7568,50044,307829
8816,2015,region-midtjylland,kontor,logistik,606,7568,50044,307829
8817,2015,region-midtjylland,kontor,offentlig,717,7568,50044,307829
8818,2015,region-midtjylland,kontor,oversaettelse,373,7568,50044,307829
8819,2015,region-midtjylland,kontor,sekretaer,434,7568,50044,307829
8820,2015,region-midtjylland,kontor,oekonomi,1730,7568,50044,307829
8821,2015,region-midtjylland,social,laege,1124,7874,50044,307829
8822,2015,region-midtjylland,social,laegesekretaer,305,7874,50044,307829
8823,2015,region-midtjylland,social,pleje,2468,7874,50044,307829
8824,2015,region-midtjylland,social,psykologi,352,7874,50044,307829
8825,2015,region-midtjylland,social,socialraadgivning,703,7874,50044,307829
8826,2015,region-midtjylland,social,tandlaege,297,7874,50044,307829
8827,2015,region-midtjylland,social,teknisksundhed,134,7874,50044,307829
8828,2015,region-midtjylland,social,terapi,577,7874,50044,307829
8829,2015,region-midtjylland,oevrige,elev,611,6053,50044,307829
8830,2015,region-midtjylland,oevrige,forsvar,0,6053,50044,307829
8831,2015,region-midtjylland,oevrige,frivilligt,1512,6053,50044,307829
8832,2015,region-midtjylland,oevrige,student,778,6053,50044,307829
8833,2015,region-midtjylland,oevrige,studiepraktik,530,6053,50044,307829
8834,2015,region-midtjylland,oevrige,oevrige,2299,6053,50044,307829
8835,2015,region-midtjylland,oevrige,kurseroevrige,21,6053,50044,307829
8836,2015,sydjylland,it,database,100,1806,27853,307829
8837,2015,sydjylland,it,itdrift,379,1806,27853,307829
8838,2015,sydjylland,it,itkurser,49,1806,27853,307829
8840,2015,sydjylland,it,internet,218,1806,27853,307829
8841,2015,sydjylland,it,systemudvikling,1063,1806,27853,307829
8842,2015,sydjylland,it,telekom,74,1806,27853,307829
8843,2015,sydjylland,it,virksomhedssystemer,250,1806,27853,307829
8844,2015,sydjylland,ingenioer,byggeteknik,710,2857,27853,307829
8845,2015,sydjylland,ingenioer,elektronik,598,2857,27853,307829
8846,2015,sydjylland,ingenioer,kemi,326,2857,27853,307829
8848,2015,sydjylland,ingenioer,maskiningenioer,889,2857,27853,307829
8849,2015,sydjylland,ingenioer,medicinal,216,2857,27853,307829
8850,2015,sydjylland,ingenioer,produktionsteknik,879,2857,27853,307829
8851,2015,sydjylland,ledelse,detailledelse,0,3246,27853,307829
8852,2015,sydjylland,ledelse,freelancekonsulent,386,3246,27853,307829
8853,2015,sydjylland,ledelse,hrkurser,1,3246,27853,307829
8854,2015,sydjylland,ledelse,itledelse,191,3246,27853,307829
8855,2015,sydjylland,ledelse,institutions,203,3246,27853,307829
8856,2015,sydjylland,ledelse,leder,905,3246,27853,307829
8857,2015,sydjylland,ledelse,teknikledelse,364,3246,27853,307829
8858,2015,sydjylland,ledelse,personale,380,3246,27853,307829
8859,2015,sydjylland,ledelse,projektledelse,953,3246,27853,307829
8860,2015,sydjylland,ledelse,salgschef,202,3246,27853,307829
8861,2015,sydjylland,ledelse,topledelse,51,3246,27853,307829
8862,2015,sydjylland,ledelse,virksomhedsudvikling,0,3246,27853,307829
8863,2015,sydjylland,ledelse,oekonomichef,143,3246,27853,307829
8864,2015,sydjylland,handel,bud,63,4224,27853,307829
8865,2015,sydjylland,handel,boernepasning,113,4224,27853,307829
8866,2015,sydjylland,handel,detailhandel,1942,4224,27853,307829
8868,2015,sydjylland,handel,frisoer,133,4224,27853,307829
8869,2015,sydjylland,handel,hotel,1088,4224,27853,307829
8870,2015,sydjylland,handel,rengoering,801,4224,27853,307829
8871,2015,sydjylland,handel,service,246,4224,27853,307829
8872,2015,sydjylland,handel,sikkerhed,136,4224,27853,307829
8873,2015,sydjylland,industri,blik,255,4297,27853,307829
8874,2015,sydjylland,industri,byggeri,312,4297,27853,307829
8875,2015,sydjylland,industri,elektriker,621,4297,27853,307829
8876,2015,sydjylland,industri,industri,422,4297,27853,307829
8877,2015,sydjylland,industri,jern,582,4297,27853,307829
8878,2015,sydjylland,industri,lager,439,4297,27853,307829
8879,2015,sydjylland,industri,landbrug,265,4297,27853,307829
8880,2015,sydjylland,industri,maling,137,4297,27853,307829
8881,2015,sydjylland,industri,mekanik,658,4297,27853,307829
8882,2015,sydjylland,industri,naeringsmiddel,392,4297,27853,307829
8883,2015,sydjylland,industri,tekstil,118,4297,27853,307829
8884,2015,sydjylland,industri,transport,649,4297,27853,307829
8885,2015,sydjylland,industri,traeindustri,121,4297,27853,307829
8886,2015,sydjylland,industri,toemrer,280,4297,27853,307829
8887,2015,sydjylland,salg,design,139,3246,27853,307829
8889,2015,sydjylland,salg,grafisk,199,3246,27853,307829
8890,2015,sydjylland,salg,kommunikation,239,3246,27853,307829
8891,2015,sydjylland,salg,kultur,262,3246,27853,307829
8892,2015,sydjylland,salg,marketing,520,3246,27853,307829
8893,2015,sydjylland,salg,salg,1871,3246,27853,307829
8894,2015,sydjylland,salg,salgskurser,2,3246,27853,307829
8895,2015,sydjylland,salg,franchise,41,3246,27853,307829
8896,2015,sydjylland,salg,telemarketing,142,3246,27853,307829
8897,2015,sydjylland,undervisning,bibliotek,80,3375,27853,307829
8898,2015,sydjylland,undervisning,forskning,333,3375,27853,307829
8899,2015,sydjylland,undervisning,laerer,1337,3375,27853,307829
8900,2015,sydjylland,undervisning,paedagog,1398,3375,27853,307829
8901,2015,sydjylland,kontor,akademisk,0,4753,27853,307829
8902,2015,sydjylland,kontor,ejendomsmaegler,121,4753,27853,307829
8903,2015,sydjylland,kontor,ejendomsservice,134,4753,27853,307829
8904,2015,sydjylland,kontor,finans,439,4753,27853,307829
8905,2015,sydjylland,kontor,indkoeb,329,4753,27853,307829
8906,2015,sydjylland,kontor,jura,233,4753,27853,307829
8907,2015,sydjylland,kontor,kontor,1324,4753,27853,307829
8908,2015,sydjylland,kontor,kontorkurser,2,4753,27853,307829
8909,2015,sydjylland,kontor,kontorelev,251,4753,27853,307829
8910,2015,sydjylland,kontor,logistik,472,4753,27853,307829
8911,2015,sydjylland,kontor,offentlig,414,4753,27853,307829
8912,2015,sydjylland,kontor,oversaettelse,389,4753,27853,307829
8913,2015,sydjylland,kontor,sekretaer,292,4753,27853,307829
8914,2015,sydjylland,kontor,oekonomi,1224,4753,27853,307829
8915,2015,sydjylland,social,laege,572,4001,27853,307829
8916,2015,sydjylland,social,laegesekretaer,159,4001,27853,307829
8917,2015,sydjylland,social,pleje,1300,4001,27853,307829
8918,2015,sydjylland,social,psykologi,216,4001,27853,307829
8919,2015,sydjylland,social,socialraadgivning,392,4001,27853,307829
8920,2015,sydjylland,social,tandlaege,171,4001,27853,307829
8921,2015,sydjylland,social,teknisksundhed,100,4001,27853,307829
8922,2015,sydjylland,social,terapi,283,4001,27853,307829
8923,2015,sydjylland,oevrige,elev,409,3042,27853,307829
8924,2015,sydjylland,oevrige,forsvar,0,3042,27853,307829
8925,2015,sydjylland,oevrige,frivilligt,624,3042,27853,307829
8926,2015,sydjylland,oevrige,student,430,3042,27853,307829
8927,2015,sydjylland,oevrige,studiepraktik,122,3042,27853,307829
8928,2015,sydjylland,oevrige,oevrige,1265,3042,27853,307829
8929,2015,sydjylland,oevrige,kurseroevrige,2,3042,27853,307829
8930,2015,bornholm,it,database,1,51,889,307829
8931,2015,bornholm,it,itdrift,8,51,889,307829
8932,2015,bornholm,it,itkurser,35,51,889,307829
8934,2015,bornholm,it,internet,3,51,889,307829
8935,2015,bornholm,it,systemudvikling,8,51,889,307829
8936,2015,bornholm,it,telekom,1,51,889,307829
8937,2015,bornholm,it,virksomhedssystemer,1,51,889,307829
8938,2015,bornholm,ingenioer,byggeteknik,12,44,889,307829
8939,2015,bornholm,ingenioer,elektronik,6,44,889,307829
8940,2015,bornholm,ingenioer,kemi,11,44,889,307829
8942,2015,bornholm,ingenioer,maskiningenioer,7,44,889,307829
8943,2015,bornholm,ingenioer,medicinal,7,44,889,307829
8944,2015,bornholm,ingenioer,produktionsteknik,8,44,889,307829
8945,2015,bornholm,ledelse,detailledelse,0,51,889,307829
8946,2015,bornholm,ledelse,freelancekonsulent,13,51,889,307829
8947,2015,bornholm,ledelse,hrkurser,1,51,889,307829
8948,2015,bornholm,ledelse,itledelse,2,51,889,307829
8949,2015,bornholm,ledelse,institutions,6,51,889,307829
8950,2015,bornholm,ledelse,leder,13,51,889,307829
8951,2015,bornholm,ledelse,teknikledelse,4,51,889,307829
8952,2015,bornholm,ledelse,personale,4,51,889,307829
8953,2015,bornholm,ledelse,projektledelse,13,51,889,307829
8954,2015,bornholm,ledelse,salgschef,5,51,889,307829
8955,2015,bornholm,ledelse,topledelse,2,51,889,307829
8956,2015,bornholm,ledelse,virksomhedsudvikling,0,51,889,307829
8957,2015,bornholm,ledelse,oekonomichef,1,51,889,307829
8958,2015,bornholm,handel,bud,2,168,889,307829
8959,2015,bornholm,handel,boernepasning,3,168,889,307829
8960,2015,bornholm,handel,detailhandel,72,168,889,307829
8962,2015,bornholm,handel,frisoer,1,168,889,307829
8963,2015,bornholm,handel,hotel,50,168,889,307829
8964,2015,bornholm,handel,rengoering,27,168,889,307829
8965,2015,bornholm,handel,service,12,168,889,307829
8966,2015,bornholm,handel,sikkerhed,5,168,889,307829
8967,2015,bornholm,industri,blik,3,77,889,307829
8968,2015,bornholm,industri,byggeri,5,77,889,307829
8969,2015,bornholm,industri,elektriker,9,77,889,307829
8970,2015,bornholm,industri,industri,6,77,889,307829
8971,2015,bornholm,industri,jern,8,77,889,307829
8972,2015,bornholm,industri,lager,10,77,889,307829
8973,2015,bornholm,industri,landbrug,11,77,889,307829
8974,2015,bornholm,industri,maling,2,77,889,307829
8975,2015,bornholm,industri,mekanik,11,77,889,307829
8976,2015,bornholm,industri,naeringsmiddel,14,77,889,307829
8977,2015,bornholm,industri,tekstil,1,77,889,307829
8978,2015,bornholm,industri,transport,7,77,889,307829
8979,2015,bornholm,industri,traeindustri,1,77,889,307829
8980,2015,bornholm,industri,toemrer,6,77,889,307829
8981,2015,bornholm,salg,design,1,99,889,307829
8983,2015,bornholm,salg,grafisk,5,99,889,307829
8984,2015,bornholm,salg,kommunikation,15,99,889,307829
8985,2015,bornholm,salg,kultur,15,99,889,307829
8986,2015,bornholm,salg,marketing,7,99,889,307829
8987,2015,bornholm,salg,salg,50,99,889,307829
8988,2015,bornholm,salg,salgskurser,1,99,889,307829
8989,2015,bornholm,salg,franchise,8,99,889,307829
8990,2015,bornholm,salg,telemarketing,6,99,889,307829
8991,2015,bornholm,undervisning,bibliotek,3,140,889,307829
8992,2015,bornholm,undervisning,forskning,7,140,889,307829
8993,2015,bornholm,undervisning,laerer,63,140,889,307829
8994,2015,bornholm,undervisning,paedagog,60,140,889,307829
8995,2015,bornholm,kontor,akademisk,0,106,889,307829
8996,2015,bornholm,kontor,ejendomsmaegler,1,106,889,307829
8997,2015,bornholm,kontor,ejendomsservice,5,106,889,307829
8998,2015,bornholm,kontor,finans,11,106,889,307829
8999,2015,bornholm,kontor,indkoeb,1,106,889,307829
9000,2015,bornholm,kontor,jura,5,106,889,307829
9001,2015,bornholm,kontor,kontor,52,106,889,307829
9002,2015,bornholm,kontor,kontorkurser,1,106,889,307829
9003,2015,bornholm,kontor,kontorelev,7,106,889,307829
9004,2015,bornholm,kontor,logistik,4,106,889,307829
9005,2015,bornholm,kontor,offentlig,13,106,889,307829
9006,2015,bornholm,kontor,oversaettelse,3,106,889,307829
9007,2015,bornholm,kontor,sekretaer,12,106,889,307829
9008,2015,bornholm,kontor,oekonomi,12,106,889,307829
9009,2015,bornholm,social,laege,18,195,889,307829
9010,2015,bornholm,social,laegesekretaer,4,195,889,307829
9011,2015,bornholm,social,pleje,89,195,889,307829
9012,2015,bornholm,social,psykologi,12,195,889,307829
9013,2015,bornholm,social,socialraadgivning,13,195,889,307829
9014,2015,bornholm,social,tandlaege,3,195,889,307829
9015,2015,bornholm,social,teknisksundhed,2,195,889,307829
9016,2015,bornholm,social,terapi,16,195,889,307829
9017,2015,bornholm,oevrige,elev,41,145,889,307829
9018,2015,bornholm,oevrige,forsvar,0,145,889,307829
9019,2015,bornholm,oevrige,frivilligt,19,145,889,307829
9020,2015,bornholm,oevrige,student,21,145,889,307829
9021,2015,bornholm,oevrige,studiepraktik,2,145,889,307829
9022,2015,bornholm,oevrige,oevrige,60,145,889,307829
9023,2015,bornholm,oevrige,kurseroevrige,2,145,889,307829
9024,2015,skaane,it,database,6,130,1216,307829
9025,2015,skaane,it,itdrift,29,130,1216,307829
9026,2015,skaane,it,itkurser,0,130,1216,307829
9028,2015,skaane,it,internet,17,130,1216,307829
9029,2015,skaane,it,systemudvikling,89,130,1216,307829
9030,2015,skaane,it,telekom,7,130,1216,307829
9031,2015,skaane,it,virksomhedssystemer,5,130,1216,307829
9032,2015,skaane,ingenioer,byggeteknik,33,83,1216,307829
9033,2015,skaane,ingenioer,elektronik,20,83,1216,307829
9034,2015,skaane,ingenioer,kemi,16,83,1216,307829
9036,2015,skaane,ingenioer,maskiningenioer,15,83,1216,307829
9037,2015,skaane,ingenioer,medicinal,15,83,1216,307829
9038,2015,skaane,ingenioer,produktionsteknik,12,83,1216,307829
9039,2015,skaane,ledelse,detailledelse,0,76,1216,307829
9040,2015,skaane,ledelse,freelancekonsulent,8,76,1216,307829
9041,2015,skaane,ledelse,hrkurser,0,76,1216,307829
9042,2015,skaane,ledelse,itledelse,9,76,1216,307829
9043,2015,skaane,ledelse,institutions,7,76,1216,307829
9044,2015,skaane,ledelse,leder,5,76,1216,307829
9045,2015,skaane,ledelse,teknikledelse,10,76,1216,307829
9046,2015,skaane,ledelse,personale,13,76,1216,307829
9047,2015,skaane,ledelse,projektledelse,39,76,1216,307829
9048,2015,skaane,ledelse,salgschef,13,76,1216,307829
9049,2015,skaane,ledelse,topledelse,1,76,1216,307829
9050,2015,skaane,ledelse,virksomhedsudvikling,0,76,1216,307829
9051,2015,skaane,ledelse,oekonomichef,8,76,1216,307829
9052,2015,skaane,handel,bud,4,126,1216,307829
9053,2015,skaane,handel,boernepasning,13,126,1216,307829
9054,2015,skaane,handel,detailhandel,44,126,1216,307829
9056,2015,skaane,handel,frisoer,11,126,1216,307829
9057,2015,skaane,handel,hotel,60,126,1216,307829
9058,2015,skaane,handel,rengoering,8,126,1216,307829
9059,2015,skaane,handel,service,4,126,1216,307829
9060,2015,skaane,handel,sikkerhed,12,126,1216,307829
9061,2015,skaane,industri,blik,9,104,1216,307829
9062,2015,skaane,industri,byggeri,29,104,1216,307829
9063,2015,skaane,industri,elektriker,8,104,1216,307829
9064,2015,skaane,industri,industri,6,104,1216,307829
9065,2015,skaane,industri,jern,3,104,1216,307829
9066,2015,skaane,industri,lager,9,104,1216,307829
9067,2015,skaane,industri,landbrug,8,104,1216,307829
9068,2015,skaane,industri,maling,7,104,1216,307829
9069,2015,skaane,industri,mekanik,17,104,1216,307829
9070,2015,skaane,industri,naeringsmiddel,7,104,1216,307829
9071,2015,skaane,industri,tekstil,6,104,1216,307829
9072,2015,skaane,industri,transport,27,104,1216,307829
9073,2015,skaane,industri,traeindustri,7,104,1216,307829
9074,2015,skaane,industri,toemrer,18,104,1216,307829
9075,2015,skaane,salg,design,7,268,1216,307829
9077,2015,skaane,salg,grafisk,8,268,1216,307829
9078,2015,skaane,salg,kommunikation,5,268,1216,307829
9079,2015,skaane,salg,kultur,7,268,1216,307829
9080,2015,skaane,salg,marketing,15,268,1216,307829
9081,2015,skaane,salg,salg,220,268,1216,307829
9082,2015,skaane,salg,salgskurser,0,268,1216,307829
9083,2015,skaane,salg,franchise,0,268,1216,307829
9084,2015,skaane,salg,telemarketing,21,268,1216,307829
9085,2015,skaane,undervisning,bibliotek,7,168,1216,307829
9086,2015,skaane,undervisning,forskning,37,168,1216,307829
9087,2015,skaane,undervisning,laerer,93,168,1216,307829
9088,2015,skaane,undervisning,paedagog,36,168,1216,307829
9089,2015,skaane,kontor,akademisk,0,141,1216,307829
9090,2015,skaane,kontor,ejendomsmaegler,10,141,1216,307829
9091,2015,skaane,kontor,ejendomsservice,7,141,1216,307829
9092,2015,skaane,kontor,finans,16,141,1216,307829
9093,2015,skaane,kontor,indkoeb,10,141,1216,307829
9094,2015,skaane,kontor,jura,8,141,1216,307829
9095,2015,skaane,kontor,kontor,41,141,1216,307829
9096,2015,skaane,kontor,kontorkurser,0,141,1216,307829
9097,2015,skaane,kontor,kontorelev,6,141,1216,307829
9098,2015,skaane,kontor,logistik,9,141,1216,307829
9099,2015,skaane,kontor,offentlig,21,141,1216,307829
9100,2015,skaane,kontor,oversaettelse,7,141,1216,307829
9101,2015,skaane,kontor,sekretaer,15,141,1216,307829
9102,2015,skaane,kontor,oekonomi,48,141,1216,307829
9103,2015,skaane,social,laege,27,249,1216,307829
9104,2015,skaane,social,laegesekretaer,19,249,1216,307829
9105,2015,skaane,social,pleje,51,249,1216,307829
9106,2015,skaane,social,psykologi,15,249,1216,307829
9107,2015,skaane,social,socialraadgivning,15,249,1216,307829
9108,2015,skaane,social,tandlaege,21,249,1216,307829
9109,2015,skaane,social,teknisksundhed,6,249,1216,307829
9110,2015,skaane,social,terapi,13,249,1216,307829
9111,2015,skaane,oevrige,elev,2,70,1216,307829
9112,2015,skaane,oevrige,forsvar,0,70,1216,307829
9113,2015,skaane,oevrige,frivilligt,6,70,1216,307829
9114,2015,skaane,oevrige,student,2,70,1216,307829
9115,2015,skaane,oevrige,studiepraktik,0,70,1216,307829
9116,2015,skaane,oevrige,oevrige,61,70,1216,307829
9117,2015,skaane,oevrige,kurseroevrige,0,70,1216,307829
9118,2015,groenland,it,database,13,70,2352,307829
9119,2015,groenland,it,itdrift,28,70,2352,307829
9120,2015,groenland,it,itkurser,1,70,2352,307829
9122,2015,groenland,it,internet,10,70,2352,307829
9123,2015,groenland,it,systemudvikling,20,70,2352,307829
9124,2015,groenland,it,telekom,13,70,2352,307829
9125,2015,groenland,it,virksomhedssystemer,15,70,2352,307829
9126,2015,groenland,ingenioer,byggeteknik,64,171,2352,307829
9127,2015,groenland,ingenioer,elektronik,16,171,2352,307829
9128,2015,groenland,ingenioer,kemi,45,171,2352,307829
9130,2015,groenland,ingenioer,maskiningenioer,24,171,2352,307829
9131,2015,groenland,ingenioer,medicinal,42,171,2352,307829
9132,2015,groenland,ingenioer,produktionsteknik,31,171,2352,307829
9133,2015,groenland,ledelse,detailledelse,0,269,2352,307829
9134,2015,groenland,ledelse,freelancekonsulent,9,269,2352,307829
9135,2015,groenland,ledelse,hrkurser,1,269,2352,307829
9136,2015,groenland,ledelse,itledelse,17,269,2352,307829
9137,2015,groenland,ledelse,institutions,73,269,2352,307829
9138,2015,groenland,ledelse,leder,88,269,2352,307829
9139,2015,groenland,ledelse,teknikledelse,35,269,2352,307829
9140,2015,groenland,ledelse,personale,27,269,2352,307829
9141,2015,groenland,ledelse,projektledelse,52,269,2352,307829
9142,2015,groenland,ledelse,salgschef,10,269,2352,307829
9143,2015,groenland,ledelse,topledelse,12,269,2352,307829
9144,2015,groenland,ledelse,virksomhedsudvikling,0,269,2352,307829
9145,2015,groenland,ledelse,oekonomichef,21,269,2352,307829
9146,2015,groenland,handel,bud,8,152,2352,307829
9147,2015,groenland,handel,boernepasning,8,152,2352,307829
9148,2015,groenland,handel,detailhandel,64,152,2352,307829
9150,2015,groenland,handel,frisoer,8,152,2352,307829
9151,2015,groenland,handel,hotel,56,152,2352,307829
9152,2015,groenland,handel,rengoering,3,152,2352,307829
9153,2015,groenland,handel,service,33,152,2352,307829
9154,2015,groenland,handel,sikkerhed,12,152,2352,307829
9155,2015,groenland,industri,blik,23,139,2352,307829
9156,2015,groenland,industri,byggeri,16,139,2352,307829
9157,2015,groenland,industri,elektriker,29,139,2352,307829
9158,2015,groenland,industri,industri,9,139,2352,307829
9159,2015,groenland,industri,jern,11,139,2352,307829
9160,2015,groenland,industri,lager,13,139,2352,307829
9161,2015,groenland,industri,landbrug,18,139,2352,307829
9162,2015,groenland,industri,maling,10,139,2352,307829
9163,2015,groenland,industri,mekanik,20,139,2352,307829
9164,2015,groenland,industri,naeringsmiddel,14,139,2352,307829
9165,2015,groenland,industri,tekstil,9,139,2352,307829
9166,2015,groenland,industri,transport,42,139,2352,307829
9167,2015,groenland,industri,traeindustri,8,139,2352,307829
9168,2015,groenland,industri,toemrer,25,139,2352,307829
9169,2015,groenland,salg,design,8,80,2352,307829
9171,2015,groenland,salg,grafisk,9,80,2352,307829
9172,2015,groenland,salg,kommunikation,28,80,2352,307829
9173,2015,groenland,salg,kultur,21,80,2352,307829
9174,2015,groenland,salg,marketing,7,80,2352,307829
9175,2015,groenland,salg,salg,29,80,2352,307829
9176,2015,groenland,salg,salgskurser,1,80,2352,307829
9177,2015,groenland,salg,franchise,1,80,2352,307829
9178,2015,groenland,salg,telemarketing,9,80,2352,307829
9179,2015,groenland,undervisning,bibliotek,10,495,2352,307829
9180,2015,groenland,undervisning,forskning,72,495,2352,307829
9181,2015,groenland,undervisning,laerer,107,495,2352,307829
9182,2015,groenland,undervisning,paedagog,255,495,2352,307829
9183,2015,groenland,kontor,akademisk,0,494,2352,307829
9184,2015,groenland,kontor,ejendomsmaegler,8,494,2352,307829
9185,2015,groenland,kontor,ejendomsservice,14,494,2352,307829
9186,2015,groenland,kontor,finans,17,494,2352,307829
9187,2015,groenland,kontor,indkoeb,20,494,2352,307829
9188,2015,groenland,kontor,jura,56,494,2352,307829
9189,2015,groenland,kontor,kontor,201,494,2352,307829
9190,2015,groenland,kontor,kontorkurser,1,494,2352,307829
9191,2015,groenland,kontor,kontorelev,9,494,2352,307829
9192,2015,groenland,kontor,logistik,15,494,2352,307829
9193,2015,groenland,kontor,offentlig,152,494,2352,307829
9194,2015,groenland,kontor,oversaettelse,31,494,2352,307829
9195,2015,groenland,kontor,sekretaer,19,494,2352,307829
9196,2015,groenland,kontor,oekonomi,108,494,2352,307829
9197,2015,groenland,social,laege,76,963,2352,307829
9198,2015,groenland,social,laegesekretaer,35,963,2352,307829
9199,2015,groenland,social,pleje,159,963,2352,307829
9200,2015,groenland,social,psykologi,44,963,2352,307829
9201,2015,groenland,social,socialraadgivning,139,963,2352,307829
9202,2015,groenland,social,tandlaege,33,963,2352,307829
9203,2015,groenland,social,teknisksundhed,11,963,2352,307829
9204,2015,groenland,social,terapi,42,963,2352,307829
9205,2015,groenland,oevrige,elev,5,180,2352,307829
9206,2015,groenland,oevrige,forsvar,0,180,2352,307829
9207,2015,groenland,oevrige,frivilligt,14,180,2352,307829
9208,2015,groenland,oevrige,student,3,180,2352,307829
9209,2015,groenland,oevrige,studiepraktik,11,180,2352,307829
9210,2015,groenland,oevrige,oevrige,150,180,2352,307829
9211,2015,groenland,oevrige,kurseroevrige,1,180,2352,307829
9212,2015,danmark,it,database,1097,23103,242349,307829
9213,2015,danmark,it,itdrift,4073,23103,242349,307829
9214,2015,danmark,it,itkurser,270,23103,242349,307829
9216,2015,danmark,it,internet,1985,23103,242349,307829
9217,2015,danmark,it,systemudvikling,15360,23103,242349,307829
9218,2015,danmark,it,telekom,566,23103,242349,307829
9219,2015,danmark,it,virksomhedssystemer,2814,23103,242349,307829
9220,2015,danmark,ingenioer,byggeteknik,4657,18840,242349,307829
9221,2015,danmark,ingenioer,elektronik,3168,18840,242349,307829
9222,2015,danmark,ingenioer,kemi,4050,18840,242349,307829
9224,2015,danmark,ingenioer,maskiningenioer,4008,18840,242349,307829
9225,2015,danmark,ingenioer,medicinal,3770,18840,242349,307829
9226,2015,danmark,ingenioer,produktionsteknik,5502,18840,242349,307829
9227,2015,danmark,ledelse,detailledelse,0,23393,242349,307829
9228,2015,danmark,ledelse,freelancekonsulent,1149,23393,242349,307829
9229,2015,danmark,ledelse,hrkurser,95,23393,242349,307829
9230,2015,danmark,ledelse,itledelse,2446,23393,242349,307829
9231,2015,danmark,ledelse,institutions,1741,23393,242349,307829
9232,2015,danmark,ledelse,leder,6232,23393,242349,307829
9233,2015,danmark,ledelse,teknikledelse,2010,23393,242349,307829
9234,2015,danmark,ledelse,personale,2699,23393,242349,307829
9235,2015,danmark,ledelse,projektledelse,7990,23393,242349,307829
9236,2015,danmark,ledelse,salgschef,1691,23393,242349,307829
9237,2015,danmark,ledelse,topledelse,351,23393,242349,307829
9238,2015,danmark,ledelse,virksomhedsudvikling,0,23393,242349,307829
9239,2015,danmark,ledelse,oekonomichef,958,23393,242349,307829
9240,2015,danmark,handel,bud,680,34073,242349,307829
9241,2015,danmark,handel,boernepasning,721,34073,242349,307829
9242,2015,danmark,handel,detailhandel,16306,34073,242349,307829
9244,2015,danmark,handel,frisoer,821,34073,242349,307829
9245,2015,danmark,handel,hotel,9517,34073,242349,307829
9246,2015,danmark,handel,rengoering,5075,34073,242349,307829
9247,2015,danmark,handel,service,1531,34073,242349,307829
9248,2015,danmark,handel,sikkerhed,1004,34073,242349,307829
9249,2015,danmark,industri,blik,1688,24475,242349,307829
9250,2015,danmark,industri,byggeri,2332,24475,242349,307829
9251,2015,danmark,industri,elektriker,3288,24475,242349,307829
9252,2015,danmark,industri,industri,2133,24475,242349,307829
9253,2015,danmark,industri,jern,2582,24475,242349,307829
9254,2015,danmark,industri,lager,2351,24475,242349,307829
9255,2015,danmark,industri,landbrug,1589,24475,242349,307829
9256,2015,danmark,industri,maling,954,24475,242349,307829
9257,2015,danmark,industri,mekanik,3353,24475,242349,307829
9258,2015,danmark,industri,naeringsmiddel,2463,24475,242349,307829
