,year,area,sektor,jobtype,n_jobtype_area_,n_sektor_area,n_area,n_year
2239,2009,nordsjaelland,kontor,sekretaer,193,1942,11858,167084
2240,2009,nordsjaelland,kontor,oekonomi,675,1942,11858,167084
2241,2009,nordsjaelland,social,laege,175,2032,11858,167084
2242,2009,nordsjaelland,social,laegesekretaer,111,2032,11858,167084
2243,2009,nordsjaelland,social,pleje,740,2032,11858,167084
2244,2009,nordsjaelland,social,psykologi,88,2032,11858,167084
2245,2009,nordsjaelland,social,socialraadgivning,223,2032,11858,167084
2246,2009,nordsjaelland,social,tandlaege,47,2032,11858,167084
2247,2009,nordsjaelland,social,teknisksundhed,18,2032,11858,167084
2248,2009,nordsjaelland,social,terapi,135,2032,11858,167084
2249,2009,nordsjaelland,oevrige,elev,204,956,11858,167084
2250,2009,nordsjaelland,oevrige,forsvar,0,956,11858,167084
2251,2009,nordsjaelland,oevrige,frivilligt,77,956,11858,167084
2252,2009,nordsjaelland,oevrige,student,214,956,11858,167084
2253,2009,nordsjaelland,oevrige,studiepraktik,12,956,11858,167084
2254,2009,nordsjaelland,oevrige,oevrige,394,956,11858,167084
2255,2009,nordsjaelland,oevrige,kurseroevrige,0,956,11858,167084
2256,2009,region-sjaelland,it,database,14,391,16937,167084
2257,2009,region-sjaelland,it,itdrift,106,391,16937,167084
2258,2009,region-sjaelland,it,itkurser,2,391,16937,167084
2260,2009,region-sjaelland,it,internet,28,391,16937,167084
2261,2009,region-sjaelland,it,systemudvikling,235,391,16937,167084
2262,2009,region-sjaelland,it,telekom,14,391,16937,167084
2263,2009,region-sjaelland,it,virksomhedssystemer,37,391,16937,167084
2264,2009,region-sjaelland,ingenioer,byggeteknik,178,841,16937,167084
2265,2009,region-sjaelland,ingenioer,elektronik,103,841,16937,167084
2266,2009,region-sjaelland,ingenioer,kemi,272,841,16937,167084
2268,2009,region-sjaelland,ingenioer,maskiningenioer,118,841,16937,167084
2269,2009,region-sjaelland,ingenioer,medicinal,100,841,16937,167084
2270,2009,region-sjaelland,ingenioer,produktionsteknik,151,841,16937,167084
2271,2009,region-sjaelland,ledelse,detailledelse,0,1400,16937,167084
2272,2009,region-sjaelland,ledelse,freelancekonsulent,42,1400,16937,167084
2273,2009,region-sjaelland,ledelse,hrkurser,1,1400,16937,167084
2274,2009,region-sjaelland,ledelse,itledelse,26,1400,16937,167084
2275,2009,region-sjaelland,ledelse,institutions,377,1400,16937,167084
2276,2009,region-sjaelland,ledelse,leder,498,1400,16937,167084
2277,2009,region-sjaelland,ledelse,teknikledelse,79,1400,16937,167084
2278,2009,region-sjaelland,ledelse,personale,112,1400,16937,167084
2279,2009,region-sjaelland,ledelse,projektledelse,157,1400,16937,167084
2280,2009,region-sjaelland,ledelse,salgschef,85,1400,16937,167084
2281,2009,region-sjaelland,ledelse,topledelse,25,1400,16937,167084
2282,2009,region-sjaelland,ledelse,virksomhedsudvikling,0,1400,16937,167084
2283,2009,region-sjaelland,ledelse,oekonomichef,46,1400,16937,167084
2284,2009,region-sjaelland,handel,bud,7,3214,16937,167084
2285,2009,region-sjaelland,handel,boernepasning,49,3214,16937,167084
2286,2009,region-sjaelland,handel,detailhandel,1511,3214,16937,167084
2288,2009,region-sjaelland,handel,frisoer,57,3214,16937,167084
2289,2009,region-sjaelland,handel,hotel,792,3214,16937,167084
2290,2009,region-sjaelland,handel,rengoering,560,3214,16937,167084
2291,2009,region-sjaelland,handel,service,198,3214,16937,167084
2292,2009,region-sjaelland,handel,sikkerhed,54,3214,16937,167084
2293,2009,region-sjaelland,industri,blik,88,1585,16937,167084
2294,2009,region-sjaelland,industri,byggeri,166,1585,16937,167084
2295,2009,region-sjaelland,industri,elektriker,129,1585,16937,167084
2296,2009,region-sjaelland,industri,industri,154,1585,16937,167084
2297,2009,region-sjaelland,industri,jern,127,1585,16937,167084
2298,2009,region-sjaelland,industri,lager,155,1585,16937,167084
2299,2009,region-sjaelland,industri,landbrug,227,1585,16937,167084
2300,2009,region-sjaelland,industri,maling,53,1585,16937,167084
2301,2009,region-sjaelland,industri,mekanik,127,1585,16937,167084
2302,2009,region-sjaelland,industri,naeringsmiddel,156,1585,16937,167084
2303,2009,region-sjaelland,industri,tekstil,42,1585,16937,167084
2304,2009,region-sjaelland,industri,transport,222,1585,16937,167084
2305,2009,region-sjaelland,industri,traeindustri,10,1585,16937,167084
2306,2009,region-sjaelland,industri,toemrer,71,1585,16937,167084
2307,2009,region-sjaelland,salg,design,11,1422,16937,167084
2309,2009,region-sjaelland,salg,grafisk,49,1422,16937,167084
2310,2009,region-sjaelland,salg,kommunikation,59,1422,16937,167084
2311,2009,region-sjaelland,salg,kultur,151,1422,16937,167084
2312,2009,region-sjaelland,salg,marketing,87,1422,16937,167084
2313,2009,region-sjaelland,salg,salg,915,1422,16937,167084
2314,2009,region-sjaelland,salg,salgskurser,2,1422,16937,167084
2315,2009,region-sjaelland,salg,franchise,27,1422,16937,167084
2316,2009,region-sjaelland,salg,telemarketing,42,1422,16937,167084
2317,2009,region-sjaelland,undervisning,bibliotek,41,3621,16937,167084
2318,2009,region-sjaelland,undervisning,forskning,269,3621,16937,167084
2319,2009,region-sjaelland,undervisning,laerer,895,3621,16937,167084
2320,2009,region-sjaelland,undervisning,paedagog,2074,3621,16937,167084
2321,2009,region-sjaelland,kontor,akademisk,0,2075,16937,167084
2322,2009,region-sjaelland,kontor,ejendomsmaegler,34,2075,16937,167084
2323,2009,region-sjaelland,kontor,ejendomsservice,103,2075,16937,167084
2324,2009,region-sjaelland,kontor,finans,151,2075,16937,167084
2325,2009,region-sjaelland,kontor,indkoeb,49,2075,16937,167084
2326,2009,region-sjaelland,kontor,jura,132,2075,16937,167084
2327,2009,region-sjaelland,kontor,kontor,613,2075,16937,167084
2328,2009,region-sjaelland,kontor,kontorkurser,1,2075,16937,167084
2329,2009,region-sjaelland,kontor,kontorelev,75,2075,16937,167084
2330,2009,region-sjaelland,kontor,logistik,57,2075,16937,167084
2331,2009,region-sjaelland,kontor,offentlig,248,2075,16937,167084
2332,2009,region-sjaelland,kontor,oversaettelse,12,2075,16937,167084
2333,2009,region-sjaelland,kontor,sekretaer,226,2075,16937,167084
2334,2009,region-sjaelland,kontor,oekonomi,523,2075,16937,167084
2335,2009,region-sjaelland,social,laege,554,4492,16937,167084
2336,2009,region-sjaelland,social,laegesekretaer,413,4492,16937,167084
2337,2009,region-sjaelland,social,pleje,1285,4492,16937,167084
2338,2009,region-sjaelland,social,psykologi,150,4492,16937,167084
2339,2009,region-sjaelland,social,socialraadgivning,423,4492,16937,167084
2340,2009,region-sjaelland,social,tandlaege,89,4492,16937,167084
2341,2009,region-sjaelland,social,teknisksundhed,80,4492,16937,167084
2342,2009,region-sjaelland,social,terapi,252,4492,16937,167084
2343,2009,region-sjaelland,oevrige,elev,311,1163,16937,167084
2344,2009,region-sjaelland,oevrige,forsvar,0,1163,16937,167084
2345,2009,region-sjaelland,oevrige,frivilligt,70,1163,16937,167084
2346,2009,region-sjaelland,oevrige,student,163,1163,16937,167084
2347,2009,region-sjaelland,oevrige,studiepraktik,4,1163,16937,167084
2348,2009,region-sjaelland,oevrige,oevrige,552,1163,16937,167084
2349,2009,region-sjaelland,oevrige,kurseroevrige,2,1163,16937,167084
2350,2009,fyn,it,database,12,243,11874,167084
2351,2009,fyn,it,itdrift,70,243,11874,167084
2352,2009,fyn,it,itkurser,1,243,11874,167084
2354,2009,fyn,it,internet,22,243,11874,167084
2355,2009,fyn,it,systemudvikling,128,243,11874,167084
2356,2009,fyn,it,telekom,6,243,11874,167084
2357,2009,fyn,it,virksomhedssystemer,36,243,11874,167084
2358,2009,fyn,ingenioer,byggeteknik,90,496,11874,167084
2359,2009,fyn,ingenioer,elektronik,71,496,11874,167084
2360,2009,fyn,ingenioer,kemi,126,496,11874,167084
2362,2009,fyn,ingenioer,maskiningenioer,102,496,11874,167084
2363,2009,fyn,ingenioer,medicinal,80,496,11874,167084
2364,2009,fyn,ingenioer,produktionsteknik,91,496,11874,167084
2365,2009,fyn,ledelse,detailledelse,0,827,11874,167084
2366,2009,fyn,ledelse,freelancekonsulent,38,827,11874,167084
2367,2009,fyn,ledelse,hrkurser,1,827,11874,167084
2368,2009,fyn,ledelse,itledelse,19,827,11874,167084
2369,2009,fyn,ledelse,institutions,164,827,11874,167084
2370,2009,fyn,ledelse,leder,282,827,11874,167084
2371,2009,fyn,ledelse,teknikledelse,47,827,11874,167084
2372,2009,fyn,ledelse,personale,61,827,11874,167084
2373,2009,fyn,ledelse,projektledelse,112,827,11874,167084
2374,2009,fyn,ledelse,salgschef,97,827,11874,167084
2375,2009,fyn,ledelse,topledelse,18,827,11874,167084
2376,2009,fyn,ledelse,virksomhedsudvikling,0,827,11874,167084
2377,2009,fyn,ledelse,oekonomichef,33,827,11874,167084
2378,2009,fyn,handel,bud,89,2559,11874,167084
2379,2009,fyn,handel,boernepasning,56,2559,11874,167084
2380,2009,fyn,handel,detailhandel,1006,2559,11874,167084
2382,2009,fyn,handel,frisoer,48,2559,11874,167084
2383,2009,fyn,handel,hotel,661,2559,11874,167084
2384,2009,fyn,handel,rengoering,591,2559,11874,167084
2385,2009,fyn,handel,service,99,2559,11874,167084
2386,2009,fyn,handel,sikkerhed,42,2559,11874,167084
2387,2009,fyn,industri,blik,45,992,11874,167084
2388,2009,fyn,industri,byggeri,78,992,11874,167084
2389,2009,fyn,industri,elektriker,83,992,11874,167084
2390,2009,fyn,industri,industri,68,992,11874,167084
2391,2009,fyn,industri,jern,72,992,11874,167084
2392,2009,fyn,industri,lager,108,992,11874,167084
2393,2009,fyn,industri,landbrug,137,992,11874,167084
2394,2009,fyn,industri,maling,49,992,11874,167084
2395,2009,fyn,industri,mekanik,97,992,11874,167084
2396,2009,fyn,industri,naeringsmiddel,114,992,11874,167084
2397,2009,fyn,industri,tekstil,37,992,11874,167084
2398,2009,fyn,industri,transport,131,992,11874,167084
2399,2009,fyn,industri,traeindustri,5,992,11874,167084
2400,2009,fyn,industri,toemrer,53,992,11874,167084
2401,2009,fyn,salg,design,13,1244,11874,167084
2403,2009,fyn,salg,grafisk,43,1244,11874,167084
2404,2009,fyn,salg,kommunikation,50,1244,11874,167084
2405,2009,fyn,salg,kultur,62,1244,11874,167084
2406,2009,fyn,salg,marketing,90,1244,11874,167084
2407,2009,fyn,salg,salg,741,1244,11874,167084
2408,2009,fyn,salg,salgskurser,1,1244,11874,167084
2409,2009,fyn,salg,franchise,24,1244,11874,167084
2410,2009,fyn,salg,telemarketing,166,1244,11874,167084
2411,2009,fyn,undervisning,bibliotek,26,2854,11874,167084
2412,2009,fyn,undervisning,forskning,724,2854,11874,167084
2413,2009,fyn,undervisning,laerer,505,2854,11874,167084
2414,2009,fyn,undervisning,paedagog,1450,2854,11874,167084
2415,2009,fyn,kontor,akademisk,0,1406,11874,167084
2416,2009,fyn,kontor,ejendomsmaegler,22,1406,11874,167084
2417,2009,fyn,kontor,ejendomsservice,41,1406,11874,167084
2418,2009,fyn,kontor,finans,109,1406,11874,167084
2419,2009,fyn,kontor,indkoeb,34,1406,11874,167084
2420,2009,fyn,kontor,jura,61,1406,11874,167084
2421,2009,fyn,kontor,kontor,450,1406,11874,167084
2422,2009,fyn,kontor,kontorkurser,1,1406,11874,167084
2423,2009,fyn,kontor,kontorelev,50,1406,11874,167084
2424,2009,fyn,kontor,logistik,45,1406,11874,167084
2425,2009,fyn,kontor,offentlig,134,1406,11874,167084
2426,2009,fyn,kontor,oversaettelse,51,1406,11874,167084
2427,2009,fyn,kontor,sekretaer,163,1406,11874,167084
2428,2009,fyn,kontor,oekonomi,353,1406,11874,167084
2429,2009,fyn,social,laege,337,2614,11874,167084
2430,2009,fyn,social,laegesekretaer,121,2614,11874,167084
2431,2009,fyn,social,pleje,855,2614,11874,167084
2432,2009,fyn,social,psykologi,68,2614,11874,167084
2433,2009,fyn,social,socialraadgivning,247,2614,11874,167084
2434,2009,fyn,social,tandlaege,82,2614,11874,167084
2435,2009,fyn,social,teknisksundhed,46,2614,11874,167084
2436,2009,fyn,social,terapi,163,2614,11874,167084
2437,2009,fyn,oevrige,elev,242,900,11874,167084
2438,2009,fyn,oevrige,forsvar,0,900,11874,167084
2439,2009,fyn,oevrige,frivilligt,96,900,11874,167084
2440,2009,fyn,oevrige,student,178,900,11874,167084
2441,2009,fyn,oevrige,studiepraktik,5,900,11874,167084
2442,2009,fyn,oevrige,oevrige,338,900,11874,167084
2443,2009,fyn,oevrige,kurseroevrige,2,900,11874,167084
2444,2009,region-nordjylland,it,database,19,389,12958,167084
2445,2009,region-nordjylland,it,itdrift,92,389,12958,167084
2446,2009,region-nordjylland,it,itkurser,1,389,12958,167084
2448,2009,region-nordjylland,it,internet,38,389,12958,167084
2449,2009,region-nordjylland,it,systemudvikling,211,389,12958,167084
2450,2009,region-nordjylland,it,telekom,29,389,12958,167084
2451,2009,region-nordjylland,it,virksomhedssystemer,73,389,12958,167084
2452,2009,region-nordjylland,ingenioer,byggeteknik,116,581,12958,167084
2453,2009,region-nordjylland,ingenioer,elektronik,93,581,12958,167084
2454,2009,region-nordjylland,ingenioer,kemi,111,581,12958,167084
2456,2009,region-nordjylland,ingenioer,maskiningenioer,139,581,12958,167084
2457,2009,region-nordjylland,ingenioer,medicinal,65,581,12958,167084
2458,2009,region-nordjylland,ingenioer,produktionsteknik,114,581,12958,167084
2459,2009,region-nordjylland,ledelse,detailledelse,0,959,12958,167084
2460,2009,region-nordjylland,ledelse,freelancekonsulent,30,959,12958,167084
2461,2009,region-nordjylland,ledelse,hrkurser,1,959,12958,167084
2462,2009,region-nordjylland,ledelse,itledelse,23,959,12958,167084
2463,2009,region-nordjylland,ledelse,institutions,214,959,12958,167084
2464,2009,region-nordjylland,ledelse,leder,301,959,12958,167084
2465,2009,region-nordjylland,ledelse,teknikledelse,69,959,12958,167084
2466,2009,region-nordjylland,ledelse,personale,92,959,12958,167084
2467,2009,region-nordjylland,ledelse,projektledelse,121,959,12958,167084
2468,2009,region-nordjylland,ledelse,salgschef,81,959,12958,167084
2469,2009,region-nordjylland,ledelse,topledelse,25,959,12958,167084
2470,2009,region-nordjylland,ledelse,virksomhedsudvikling,0,959,12958,167084
2471,2009,region-nordjylland,ledelse,oekonomichef,52,959,12958,167084
2472,2009,region-nordjylland,handel,bud,7,2953,12958,167084
2473,2009,region-nordjylland,handel,boernepasning,86,2953,12958,167084
2474,2009,region-nordjylland,handel,detailhandel,1086,2953,12958,167084
2476,2009,region-nordjylland,handel,frisoer,67,2953,12958,167084
2477,2009,region-nordjylland,handel,hotel,908,2953,12958,167084
2478,2009,region-nordjylland,handel,rengoering,731,2953,12958,167084
2479,2009,region-nordjylland,handel,service,113,2953,12958,167084
2480,2009,region-nordjylland,handel,sikkerhed,39,2953,12958,167084
2481,2009,region-nordjylland,industri,blik,54,1189,12958,167084
2482,2009,region-nordjylland,industri,byggeri,74,1189,12958,167084
2483,2009,region-nordjylland,industri,elektriker,120,1189,12958,167084
2484,2009,region-nordjylland,industri,industri,106,1189,12958,167084
2485,2009,region-nordjylland,industri,jern,62,1189,12958,167084
2486,2009,region-nordjylland,industri,lager,76,1189,12958,167084
2487,2009,region-nordjylland,industri,landbrug,259,1189,12958,167084
2488,2009,region-nordjylland,industri,maling,29,1189,12958,167084
2489,2009,region-nordjylland,industri,mekanik,96,1189,12958,167084
2490,2009,region-nordjylland,industri,naeringsmiddel,166,1189,12958,167084
2491,2009,region-nordjylland,industri,tekstil,34,1189,12958,167084
2492,2009,region-nordjylland,industri,transport,143,1189,12958,167084
2493,2009,region-nordjylland,industri,traeindustri,18,1189,12958,167084
2494,2009,region-nordjylland,industri,toemrer,33,1189,12958,167084
2495,2009,region-nordjylland,salg,design,16,1183,12958,167084
2497,2009,region-nordjylland,salg,grafisk,34,1183,12958,167084
2498,2009,region-nordjylland,salg,kommunikation,60,1183,12958,167084
2499,2009,region-nordjylland,salg,kultur,113,1183,12958,167084
2500,2009,region-nordjylland,salg,marketing,67,1183,12958,167084
2501,2009,region-nordjylland,salg,salg,743,1183,12958,167084
2502,2009,region-nordjylland,salg,salgskurser,1,1183,12958,167084
2503,2009,region-nordjylland,salg,franchise,27,1183,12958,167084
2504,2009,region-nordjylland,salg,telemarketing,79,1183,12958,167084
2505,2009,region-nordjylland,undervisning,bibliotek,25,2511,12958,167084
2506,2009,region-nordjylland,undervisning,forskning,172,2511,12958,167084
2507,2009,region-nordjylland,undervisning,laerer,724,2511,12958,167084
2508,2009,region-nordjylland,undervisning,paedagog,1417,2511,12958,167084
2509,2009,region-nordjylland,kontor,akademisk,0,1539,12958,167084
2510,2009,region-nordjylland,kontor,ejendomsmaegler,11,1539,12958,167084
2511,2009,region-nordjylland,kontor,ejendomsservice,34,1539,12958,167084
2512,2009,region-nordjylland,kontor,finans,111,1539,12958,167084
2513,2009,region-nordjylland,kontor,indkoeb,34,1539,12958,167084
2514,2009,region-nordjylland,kontor,jura,51,1539,12958,167084
2515,2009,region-nordjylland,kontor,kontor,479,1539,12958,167084
2516,2009,region-nordjylland,kontor,kontorkurser,1,1539,12958,167084
2517,2009,region-nordjylland,kontor,kontorelev,82,1539,12958,167084
2518,2009,region-nordjylland,kontor,logistik,60,1539,12958,167084
2519,2009,region-nordjylland,kontor,offentlig,161,1539,12958,167084
2520,2009,region-nordjylland,kontor,oversaettelse,26,1539,12958,167084
2521,2009,region-nordjylland,kontor,sekretaer,170,1539,12958,167084
2522,2009,region-nordjylland,kontor,oekonomi,404,1539,12958,167084
2523,2009,region-nordjylland,social,laege,354,3176,12958,167084
2524,2009,region-nordjylland,social,laegesekretaer,168,3176,12958,167084
2525,2009,region-nordjylland,social,pleje,1075,3176,12958,167084
2526,2009,region-nordjylland,social,psykologi,112,3176,12958,167084
2527,2009,region-nordjylland,social,socialraadgivning,348,3176,12958,167084
2528,2009,region-nordjylland,social,tandlaege,55,3176,12958,167084
2529,2009,region-nordjylland,social,teknisksundhed,43,3176,12958,167084
2530,2009,region-nordjylland,social,terapi,218,3176,12958,167084
2531,2009,region-nordjylland,oevrige,elev,346,903,12958,167084
2532,2009,region-nordjylland,oevrige,forsvar,0,903,12958,167084
2533,2009,region-nordjylland,oevrige,frivilligt,24,903,12958,167084
2534,2009,region-nordjylland,oevrige,student,134,903,12958,167084
2535,2009,region-nordjylland,oevrige,studiepraktik,7,903,12958,167084
2536,2009,region-nordjylland,oevrige,oevrige,328,903,12958,167084
2537,2009,region-nordjylland,oevrige,kurseroevrige,1,903,12958,167084
2538,2009,region-midtjylland,it,database,41,1473,35370,167084
2539,2009,region-midtjylland,it,itdrift,375,1473,35370,167084
2540,2009,region-midtjylland,it,itkurser,1,1473,35370,167084
2542,2009,region-midtjylland,it,internet,145,1473,35370,167084
2543,2009,region-midtjylland,it,systemudvikling,771,1473,35370,167084
2544,2009,region-midtjylland,it,telekom,27,1473,35370,167084
2545,2009,region-midtjylland,it,virksomhedssystemer,257,1473,35370,167084
2546,2009,region-midtjylland,ingenioer,byggeteknik,387,1863,35370,167084
2547,2009,region-midtjylland,ingenioer,elektronik,350,1863,35370,167084
2548,2009,region-midtjylland,ingenioer,kemi,298,1863,35370,167084
2550,2009,region-midtjylland,ingenioer,maskiningenioer,507,1863,35370,167084
2551,2009,region-midtjylland,ingenioer,medicinal,140,1863,35370,167084
2552,2009,region-midtjylland,ingenioer,produktionsteknik,443,1863,35370,167084
2553,2009,region-midtjylland,ledelse,detailledelse,0,2752,35370,167084
2554,2009,region-midtjylland,ledelse,freelancekonsulent,79,2752,35370,167084
2555,2009,region-midtjylland,ledelse,hrkurser,1,2752,35370,167084
2556,2009,region-midtjylland,ledelse,itledelse,136,2752,35370,167084
2557,2009,region-midtjylland,ledelse,institutions,540,2752,35370,167084
2558,2009,region-midtjylland,ledelse,leder,762,2752,35370,167084
2559,2009,region-midtjylland,ledelse,teknikledelse,218,2752,35370,167084
2560,2009,region-midtjylland,ledelse,personale,250,2752,35370,167084
2561,2009,region-midtjylland,ledelse,projektledelse,439,2752,35370,167084
2562,2009,region-midtjylland,ledelse,salgschef,292,2752,35370,167084
2563,2009,region-midtjylland,ledelse,topledelse,74,2752,35370,167084
2564,2009,region-midtjylland,ledelse,virksomhedsudvikling,0,2752,35370,167084
2565,2009,region-midtjylland,ledelse,oekonomichef,105,2752,35370,167084
2566,2009,region-midtjylland,handel,bud,69,8243,35370,167084
2567,2009,region-midtjylland,handel,boernepasning,174,8243,35370,167084
2568,2009,region-midtjylland,handel,detailhandel,3119,8243,35370,167084
2570,2009,region-midtjylland,handel,frisoer,160,8243,35370,167084
2571,2009,region-midtjylland,handel,hotel,2215,8243,35370,167084
2572,2009,region-midtjylland,handel,rengoering,2162,8243,35370,167084
2573,2009,region-midtjylland,handel,service,399,8243,35370,167084
2574,2009,region-midtjylland,handel,sikkerhed,120,8243,35370,167084
2575,2009,region-midtjylland,industri,blik,137,3130,35370,167084
2576,2009,region-midtjylland,industri,byggeri,252,3130,35370,167084
2577,2009,region-midtjylland,industri,elektriker,270,3130,35370,167084
2578,2009,region-midtjylland,industri,industri,232,3130,35370,167084
2579,2009,region-midtjylland,industri,jern,191,3130,35370,167084
2580,2009,region-midtjylland,industri,lager,384,3130,35370,167084
2581,2009,region-midtjylland,industri,landbrug,536,3130,35370,167084
2582,2009,region-midtjylland,industri,maling,54,3130,35370,167084
2583,2009,region-midtjylland,industri,mekanik,272,3130,35370,167084
2584,2009,region-midtjylland,industri,naeringsmiddel,318,3130,35370,167084
2585,2009,region-midtjylland,industri,tekstil,100,3130,35370,167084
2586,2009,region-midtjylland,industri,transport,410,3130,35370,167084
2587,2009,region-midtjylland,industri,traeindustri,45,3130,35370,167084
2588,2009,region-midtjylland,industri,toemrer,160,3130,35370,167084
2589,2009,region-midtjylland,salg,design,63,3159,35370,167084
2591,2009,region-midtjylland,salg,grafisk,172,3159,35370,167084
2592,2009,region-midtjylland,salg,kommunikation,149,3159,35370,167084
2593,2009,region-midtjylland,salg,kultur,221,3159,35370,167084
2594,2009,region-midtjylland,salg,marketing,300,3159,35370,167084
2595,2009,region-midtjylland,salg,salg,1709,3159,35370,167084
2596,2009,region-midtjylland,salg,salgskurser,1,3159,35370,167084
2597,2009,region-midtjylland,salg,franchise,34,3159,35370,167084
2598,2009,region-midtjylland,salg,telemarketing,293,3159,35370,167084
2599,2009,region-midtjylland,undervisning,bibliotek,71,6667,35370,167084
2600,2009,region-midtjylland,undervisning,forskning,833,6667,35370,167084
2601,2009,region-midtjylland,undervisning,laerer,1254,6667,35370,167084
2602,2009,region-midtjylland,undervisning,paedagog,3916,6667,35370,167084
2603,2009,region-midtjylland,kontor,akademisk,0,4854,35370,167084
2604,2009,region-midtjylland,kontor,ejendomsmaegler,55,4854,35370,167084
2605,2009,region-midtjylland,kontor,ejendomsservice,154,4854,35370,167084
2606,2009,region-midtjylland,kontor,finans,319,4854,35370,167084
2607,2009,region-midtjylland,kontor,indkoeb,193,4854,35370,167084
2608,2009,region-midtjylland,kontor,jura,178,4854,35370,167084
2609,2009,region-midtjylland,kontor,kontor,1576,4854,35370,167084
2610,2009,region-midtjylland,kontor,kontorkurser,1,4854,35370,167084
2611,2009,region-midtjylland,kontor,kontorelev,177,4854,35370,167084
2612,2009,region-midtjylland,kontor,logistik,228,4854,35370,167084
2613,2009,region-midtjylland,kontor,offentlig,334,4854,35370,167084
2614,2009,region-midtjylland,kontor,oversaettelse,111,4854,35370,167084
2615,2009,region-midtjylland,kontor,sekretaer,493,4854,35370,167084
2616,2009,region-midtjylland,kontor,oekonomi,1380,4854,35370,167084
2617,2009,region-midtjylland,social,laege,842,7580,35370,167084
2618,2009,region-midtjylland,social,laegesekretaer,501,7580,35370,167084
2619,2009,region-midtjylland,social,pleje,2718,7580,35370,167084
2620,2009,region-midtjylland,social,psykologi,208,7580,35370,167084
2621,2009,region-midtjylland,social,socialraadgivning,682,7580,35370,167084
2622,2009,region-midtjylland,social,tandlaege,222,7580,35370,167084
2623,2009,region-midtjylland,social,teknisksundhed,115,7580,35370,167084
2624,2009,region-midtjylland,social,terapi,390,7580,35370,167084
2625,2009,region-midtjylland,oevrige,elev,841,2446,35370,167084
2626,2009,region-midtjylland,oevrige,forsvar,0,2446,35370,167084
2627,2009,region-midtjylland,oevrige,frivilligt,167,2446,35370,167084
2628,2009,region-midtjylland,oevrige,student,436,2446,35370,167084
2629,2009,region-midtjylland,oevrige,studiepraktik,43,2446,35370,167084
2630,2009,region-midtjylland,oevrige,oevrige,804,2446,35370,167084
2631,2009,region-midtjylland,oevrige,kurseroevrige,2,2446,35370,167084
2632,2009,sydjylland,it,database,15,644,19397,167084
2633,2009,sydjylland,it,itdrift,184,644,19397,167084
2634,2009,sydjylland,it,itkurser,1,644,19397,167084
2636,2009,sydjylland,it,internet,56,644,19397,167084
2637,2009,sydjylland,it,systemudvikling,328,644,19397,167084
2638,2009,sydjylland,it,telekom,11,644,19397,167084
2639,2009,sydjylland,it,virksomhedssystemer,91,644,19397,167084
2640,2009,sydjylland,ingenioer,byggeteknik,228,1246,19397,167084
2641,2009,sydjylland,ingenioer,elektronik,211,1246,19397,167084
2642,2009,sydjylland,ingenioer,kemi,215,1246,19397,167084
2644,2009,sydjylland,ingenioer,maskiningenioer,336,1246,19397,167084
2645,2009,sydjylland,ingenioer,medicinal,105,1246,19397,167084
2646,2009,sydjylland,ingenioer,produktionsteknik,306,1246,19397,167084
2647,2009,sydjylland,ledelse,detailledelse,0,1671,19397,167084
2648,2009,sydjylland,ledelse,freelancekonsulent,54,1671,19397,167084
2649,2009,sydjylland,ledelse,hrkurser,1,1671,19397,167084
2650,2009,sydjylland,ledelse,itledelse,68,1671,19397,167084
2651,2009,sydjylland,ledelse,institutions,298,1671,19397,167084
2652,2009,sydjylland,ledelse,leder,523,1671,19397,167084
2653,2009,sydjylland,ledelse,teknikledelse,162,1671,19397,167084
2654,2009,sydjylland,ledelse,personale,131,1671,19397,167084
2655,2009,sydjylland,ledelse,projektledelse,226,1671,19397,167084
2656,2009,sydjylland,ledelse,salgschef,143,1671,19397,167084
2657,2009,sydjylland,ledelse,topledelse,43,1671,19397,167084
2658,2009,sydjylland,ledelse,virksomhedsudvikling,0,1671,19397,167084
2659,2009,sydjylland,ledelse,oekonomichef,112,1671,19397,167084
2660,2009,sydjylland,handel,bud,63,4284,19397,167084
2661,2009,sydjylland,handel,boernepasning,106,4284,19397,167084
2662,2009,sydjylland,handel,detailhandel,1640,4284,19397,167084
2664,2009,sydjylland,handel,frisoer,76,4284,19397,167084
2665,2009,sydjylland,handel,hotel,1216,4284,19397,167084
2666,2009,sydjylland,handel,rengoering,952,4284,19397,167084
2667,2009,sydjylland,handel,service,245,4284,19397,167084
2668,2009,sydjylland,handel,sikkerhed,73,4284,19397,167084
2669,2009,sydjylland,industri,blik,107,1985,19397,167084
2670,2009,sydjylland,industri,byggeri,180,1985,19397,167084
2671,2009,sydjylland,industri,elektriker,176,1985,19397,167084
2672,2009,sydjylland,industri,industri,174,1985,19397,167084
2673,2009,sydjylland,industri,jern,147,1985,19397,167084
2674,2009,sydjylland,industri,lager,185,1985,19397,167084
2675,2009,sydjylland,industri,landbrug,274,1985,19397,167084
2676,2009,sydjylland,industri,maling,67,1985,19397,167084
2677,2009,sydjylland,industri,mekanik,231,1985,19397,167084
2678,2009,sydjylland,industri,naeringsmiddel,196,1985,19397,167084
2679,2009,sydjylland,industri,tekstil,69,1985,19397,167084
2680,2009,sydjylland,industri,transport,233,1985,19397,167084
2681,2009,sydjylland,industri,traeindustri,14,1985,19397,167084
2682,2009,sydjylland,industri,toemrer,88,1985,19397,167084
2683,2009,sydjylland,salg,design,41,1731,19397,167084
2685,2009,sydjylland,salg,grafisk,111,1731,19397,167084
